loc_rowid,pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,sy_dist
530,HD 128311 c,HD 128311,1,2,921.53800000,1.740000,13.000,1204.25787,3.010000,0.159000,,,K0,4965.00,0.76,0.83,0.080,[Fe/H],16.3292000
531,HD 128356 b,HD 128356,1,1,298.20000000,0.870000,13.900,282.86870,0.579000,0.570000,,,K3 V,4875.00,0.85,0.65,0.170,[Fe/H],26.1548000
532,HD 129445 b,HD 129445,1,1,1840.00000000,2.900000,13.500,508.50700,1.140000,0.700000,,,G6 V,5605.00,1.18,0.99,0.250,[Fe/H],67.4386000
533,HD 130322 b,HD 130322,1,1,10.70871000,0.092500,13.700,365.49000,0.781000,0.029000,,720,K0 V,5387.00,0.85,0.92,-0.020,[Fe/H],31.8766000
534,HD 131496 b,HD 131496,1,1,896.00000000,2.010000,13.400,572.09400,1.310000,0.181000,,,K0,4846.00,4.44,1.34,0.250,[Fe/H],131.8490000
535,HD 131664 b,HD 131664,1,1,1951.00000000,3.170000,12.100,6076.90960,18.800000,0.640000,,,G3 V,5892.00,1.08,1.19,0.300,[Fe/H],52.8128000
536,HD 13167 b,HD 13167,1,1,2613.00000000,4.100000,13.100,1052.01730,2.570000,0.563000,,,G3 V,5671.00,2.39,1.35,0.190,[M/H],148.9340000
537,HD 13189 b,HD 13189,1,1,471.60001000,1.250000,12.400,3480.23850,10.000000,0.270000,,,K2,4175.00,38.41,2.24,-0.370,[Fe/H],497.8230000
538,HD 132406 b,HD 132406,1,1,974.00000000,1.980000,12.800,1709.92540,4.480000,0.340000,,,G0,5783.00,1.34,1.03,0.140,[Fe/H],70.7832000
539,HD 132563 b,HD 132563,3,1,1544.00000000,2.620000,13.600,473.54700,1.030000,0.220000,,,F8,6289.00,1.30,1.23,-0.060,[Fe/H],105.1550000
540,HD 133131 A b,HD 133131 A,2,3,649.00000000,1.440000,13.600,451.31860,0.986000,0.330000,,,G2 V,5799.00,0.96,0.95,-0.306,[Fe/H],51.4736000
541,HD 133131 A c,HD 133131 A,2,3,3568.00000000,4.490000,14.300,133.48860,0.251000,0.490000,,,G2 V,5799.00,0.96,0.95,-0.306,[Fe/H],51.4736000
542,HD 133131 B b,HD 133131 B,2,3,5769.00000000,6.150000,13.300,794.57500,1.860000,0.610000,,,G2 V,5805.00,0.99,0.93,-0.281,[Fe/H],51.2993000
543,HD 134060 b,HD 134060,1,2,3.26960000,0.044400,3.160,10.10000,1.760000,0.450000,,,G3 IV,5966.00,1.16,1.09,0.140,[Fe/H],24.0125000
544,HD 134060 c,HD 134060,1,2,1291.56460000,2.392800,5.910,29.29000,0.780000,0.110000,,,G3 IV,5966.00,1.16,1.09,0.140,[Fe/H],24.0125000
545,HD 134987 b,HD 134987,1,2,258.17999000,0.810000,13.500,511.70630,1.140000,0.230000,,,G5 V,5736.00,1.22,1.10,0.280,[Fe/H],26.1804000
546,HD 134987 c,HD 134987,1,2,5000.00000000,5.800000,13.900,260.00000,0.532000,0.120000,,,G5 V,5585.00,1.25,1.10,0.280,[Fe/H],26.1804000
547,HD 136352 b,HD 136352,1,3,11.57797000,0.096400,1.664,4.72000,5.623888,0.000000,111.60,905,G4 V,5664.00,1.06,0.87,-0.240,[M/H],14.6820000
548,HD 136352 c,HD 136352,1,3,27.59221000,0.172100,2.916,11.24000,2.497668,0.000000,35.10,677,G4 V,5664.00,1.06,0.87,-0.240,[M/H],14.6820000
549,HD 136352 d,HD 136352,1,3,107.24500000,0.425000,2.562,8.82000,2.878108,0.000000,5.74,431,G4 V,5664.00,1.06,0.87,-0.240,[M/H],14.6820000
550,HD 136418 b,HD 136418,1,1,464.29999000,1.290000,13.300,680.15620,1.590000,0.250000,,,G5,4989.00,3.78,1.48,-0.110,[Fe/H],105.1680000
551,HD 136925 b,HD 136925,1,1,4540.00000000,5.130000,13.900,266.97586,0.546000,0.103000,,,,5773.19,1.19,0.88,-0.217,[Fe/H],47.8740000
552,HD 137388 b,HD 137388,1,1,330.00000000,0.890000,9.320,63.56600,0.431000,0.360000,,,K2 IV,5181.00,0.88,0.68,0.190,[Fe/H],40.4841000
553,HD 137496 b,HD 137496,1,2,1.62116000,0.027320,1.310,4.04000,10.490000,0.000000,,2130,G,5799.00,1.59,1.04,-0.030,[Fe/H],155.3170000
554,HD 137496 c,HD 137496,1,2,479.90000000,1.216300,12.600,2434.56560,6.690000,0.477000,,370,G,5799.00,1.59,1.04,-0.030,[Fe/H],155.3170000
555,HD 13808 b,HD 13808,1,2,14.18150000,0.105190,3.350,11.20000,1.640000,0.071000,,,K2 V,5035.00,0.78,0.77,-0.210,[Fe/H],28.2305000
556,HD 13808 c,HD 13808,1,2,53.75300000,0.255400,3.130,9.96000,1.780000,0.156000,,,K2 V,5035.00,0.78,0.77,-0.210,[Fe/H],28.2305000
557,HD 13908 b,HD 13908,1,2,19.38200000,0.154000,13.900,274.91000,0.562000,0.020000,,,F8 V,6255.00,1.67,1.29,0.010,[Fe/H],79.5515000
558,HD 13908 c,HD 13908,1,2,931.00000000,2.030000,12.800,1630.40000,4.270000,0.120000,,,F8 V,6255.00,1.67,1.29,0.010,[Fe/H],79.5515000
559,HD 13931 b,HD 13931,1,1,4218.00000000,5.150000,13.300,699.22600,1.630000,0.020000,,,G0,5867.00,1.25,1.30,0.050,[Fe/H],47.3963000
560,HD 139357 b,HD 139357,1,1,1125.70000000,2.360000,12.500,3101.89000,8.730000,0.100000,,,K0,4700.00,11.47,1.35,-0.130,[Fe/H],112.0900000
561,HD 1397 b,HD 1397,1,1,11.53533000,0.109700,11.500,131.89945,0.477000,0.251000,356.00,1228,G5 III/IV,5521.00,2.34,1.32,0.290,[Fe/H],79.5702000
562,HD 14067 b,HD 14067,1,1,1455.00000000,3.400000,12.600,2479.00000,6.810000,0.533000,,,G9 III,4815.00,12.40,2.40,-0.100,[Fe/H],142.0240000
563,HD 141004 b,HD 141004,1,1,15.50830000,0.123800,3.770,13.63484,1.400000,0.160000,,,G0Vvar,5885.38,1.39,1.05,0.025,[Fe/H],11.8148000
564,HD 141399 b,HD 141399,1,4,94.44000000,0.415000,14.300,143.34133,0.269000,0.040000,,,K0,5600.00,1.39,1.07,0.350,[Fe/H],37.0169000
565,HD 141399 c,HD 141399,1,4,201.99000000,0.689000,13.600,422.71390,0.923000,0.048000,,,K0,5600.00,1.39,1.07,0.350,[Fe/H],37.0169000
566,HD 141399 d,HD 141399,1,4,1069.80000000,2.090000,13.700,375.03940,0.801000,0.074000,,,K0,5600.00,1.39,1.07,0.350,[Fe/H],37.0169000
567,HD 141399 e,HD 141399,1,4,5000.00000000,5.000000,14.100,209.76780,0.411000,0.260000,,,K0,5600.00,1.39,1.07,0.350,[Fe/H],37.0169000
568,HD 141937 b,HD 141937,1,1,653.21997000,1.500000,12.500,3079.77270,8.660000,0.410000,,,G2/G3 V,5870.00,1.03,1.09,0.110,[Fe/H],33.3622000
569,HD 142 b,HD 142,2,2,349.70000000,1.020000,13.700,397.27000,0.849000,0.170000,,,G1 IV,6245.00,1.47,1.23,0.090,[Fe/H],26.1853000
570,HD 142 c,HD 142,2,2,6005.00000000,6.800000,12.800,1684.40000,4.410000,0.210000,,,F7V,6245.00,1.47,1.23,0.090,[Fe/H],26.1853000
571,HD 142022 A b,HD 142022 A,2,1,1928.00000000,2.930000,12.900,1411.16520,3.610000,0.530000,,,K0,5421.00,1.04,0.90,0.190,[Fe/H],34.2802000
572,HD 142245 b,HD 142245,3,1,1299.00000000,2.780000,13.100,975.73810,2.390000,0.000000,,,K0,4922.00,4.63,3.50,0.170,[Fe/H],97.2305000
573,HD 142415 b,HD 142415,1,1,386.29999000,1.060000,13.500,530.77610,1.190000,0.500000,,,G1 V,5940.00,1.04,1.07,0.130,[Fe/H],35.5318000
574,HD 143105 b,HD 143105,1,1,2.19740000,0.037900,13.700,384.57430,0.822000,0.070000,,,F5,6380.00,1.65,1.51,0.150,[Fe/H],46.7789000
575,HD 143361 b,HD 143361,1,1,1039.15000000,1.988000,13.100,1122.57556,2.740000,0.197000,,,G6 V,5507.00,0.92,0.97,0.140,[Fe/H],68.5146000
576,HD 145377 b,HD 145377,1,1,103.95000000,0.450000,12.800,1913.33660,5.010000,0.310000,,,G3 V,6014.00,1.05,1.20,0.110,[Fe/H],53.4884000
577,HD 145457 b,HD 145457,1,1,176.30000000,0.760000,13.300,708.76090,1.660000,0.110000,,,K0,4769.00,10.52,1.23,-0.250,[Fe/H],135.2920000
578,HD 145675 c,14 Her,1,2,25000.00000000,16.400000,12.800,1843.40476,4.830000,0.450000,,,K0V,5314.94,1.00,0.97,0.405,[Fe/H],17.9323000
579,HD 145934 b,HD 145934,1,1,2730.00000000,4.600000,13.300,724.62000,1.690000,0.053000,,,K0,4823.75,5.38,1.75,0.095,[Fe/H],227.8810000
580,HD 1461 b,HD 1461,1,2,5.77152000,0.063400,2.420,6.44000,2.500000,0.172000,,,G0 V,5765.00,1.15,1.02,0.190,[Fe/H],23.4534000
581,HD 1461 c,HD 1461,1,2,13.50520000,0.111700,2.230,5.59000,2.770000,0.305000,,,G0 V,5765.00,1.15,1.02,0.190,[Fe/H],23.4534000
582,HD 147018 b,HD 147018,1,2,44.23600000,0.238800,13.400,674.00000,1.540000,0.468600,,,G9 V,5441.00,0.94,0.93,0.100,[Fe/H],40.4256000
583,HD 147018 c,HD 147018,1,2,1008.00000000,1.922000,12.700,2080.00000,5.580000,0.133000,,,G9 V,5441.00,0.94,0.93,0.100,[Fe/H],40.4256000
584,HD 147379 b,HD 147379,2,1,86.78000000,0.323000,5.820,28.55000,0.796000,0.070000,,,M1,4156.00,0.63,0.60,0.190,[Fe/H],10.7643000
585,HD 147513 b,HD 147513,2,1,528.40000000,1.320000,13.700,385.00000,0.823000,0.260000,,,G3/5V,5883.00,0.98,1.11,0.060,[Fe/H],12.9032000
586,HD 14787 b,HD 14787,1,1,676.60000000,1.700000,13.700,356.28743,0.761000,0.155000,,,G5,4946.00,5.01,1.43,0.000,[M/H],119.1370000
587,HD 147873 b,HD 147873,2,2,116.59600000,0.522000,12.800,1633.64620,4.280000,0.207000,,,G1 V,5972.00,2.29,1.38,0.030,[Fe/H],109.0550000
588,HD 147873 c,HD 147873,2,2,491.54000000,1.360000,13.300,731.00900,1.710000,0.230000,,,G1 V,5972.00,2.29,1.38,0.030,[Fe/H],109.0550000
589,HD 148156 b,HD 148156,1,1,1027.00000000,2.450000,13.900,270.14400,0.553000,0.520000,,,G0/2 V,6308.00,1.21,1.22,0.290,[Fe/H],57.1289000
590,HD 148164 b,HD 148164,1,2,328.55000000,0.993000,13.700,390.93090,0.835000,0.587000,,,F8,6032.00,1.34,1.21,0.240,[Fe/H],77.1971000
591,HD 148164 c,HD 148164,1,2,5062.00000000,6.150000,12.800,1640.00280,4.300000,0.125000,,,F8,6032.00,1.34,1.21,0.240,[Fe/H],77.1971000
592,HD 148427 b,HD 148427,1,1,331.50000000,1.040000,13.600,413.17900,0.903000,0.160000,,,K0 III/IV,5025.00,3.86,1.64,0.080,[Fe/H],71.3499000
593,HD 149026 b,HD 149026,1,1,2.87589000,0.043640,8.295,120.77540,0.750000,0.000000,,1626,G0,6179.00,1.41,1.42,0.320,[Fe/H],75.8643000
594,HD 149143 b,HD 149143,1,1,4.07182000,0.053000,13.600,422.71390,0.923000,0.016700,,,G0,5856.00,1.44,1.20,0.290,[Fe/H],73.2801000
595,HD 1502 b,HD 1502,1,1,428.50000000,1.262000,13.200,874.03250,2.090000,0.031000,,,K0,4947.00,4.67,1.46,0.090,[Fe/H],190.9530000
596,HD 150706 b,HD 150706,1,1,5894.00000000,6.700000,13.200,861.28000,2.060000,0.380000,,,G0 V,5961.00,0.96,1.17,-0.010,[Fe/H],28.2697000
597,HD 152079 b,HD 152079,1,1,2918.92000000,4.187000,13.200,845.74563,2.020000,0.532000,,,G6 V,5907.00,1.13,1.15,0.290,[Fe/H],87.8888000
598,HD 152581 b,HD 152581,1,1,686.50000000,1.660000,13.400,594.02427,1.360000,0.040000,,,K0,5027.00,5.14,1.30,-0.460,[Fe/H],165.7600000
599,HD 152843 b,HD 152843,1,2,11.62640000,0.105300,3.410,11.56000,1.580000,0.140000,255.70,1120,G0,6310.00,1.43,1.15,-0.160,[Fe/H],107.8980000
600,HD 152843 c,HD 152843,1,2,24.38000000,,5.830,27.50000,0.820000,0.115000,,,G0,6310.00,1.43,1.15,-0.160,[Fe/H],107.8980000
601,HD 15337 b,HD 15337,1,2,4.75615000,0.052200,1.640,7.51000,9.300000,0.090000,161.67,1001,K1 V,5125.00,0.86,0.90,0.150,[Fe/H],44.8155000
602,HD 15337 c,HD 15337,1,2,17.17840000,0.126800,2.390,8.11000,3.230000,0.050000,8.36,642,K1 V,5125.00,0.86,0.90,0.150,[Fe/H],44.8155000
603,HD 153950 b,HD 153950,1,1,499.39999000,1.280000,13.200,937.59850,2.240000,0.340000,,,F8 V,6124.00,1.28,1.25,-0.010,[Fe/H],48.4549000
604,HD 154088 b,HD 154088,1,1,18.56000000,0.134000,2.460,6.60000,2.440000,0.344000,,,K0 IV-V,5374.00,0.95,0.91,0.280,[Fe/H],18.2692000
605,HD 154345 b,HD 154345,1,1,3341.55884000,4.210000,13.900,260.62060,0.533000,0.040000,,,G8V,5468.00,0.85,0.71,-0.110,[Fe/H],18.2840000
606,HD 154672 b,HD 154672,1,1,163.94000000,0.600000,12.800,1706.74710,4.470000,0.610000,,,G3 IV,5743.00,1.32,1.18,0.250,[Fe/H],63.0484000
607,HD 154857 b,HD 154857,1,2,408.60001000,1.290000,13.300,778.68350,1.820000,0.460000,,,G5 V,5589.00,2.30,1.96,-0.220,[Fe/H],63.4482000
608,HD 154857 c,HD 154857,1,2,3452.00000000,5.360000,13.200,819.97000,1.960000,0.060000,,,G5 V,5605.00,1.76,1.72,-0.200,[Fe/H],63.4482000
609,HD 155193 b,HD 155193,1,1,352.65000000,1.040000,14.000,238.37131,0.477000,0.210000,,,F8 IV,6239.00,1.76,1.22,0.050,[Fe/H],57.7995000
610,HD 155233 b,HD 155233,2,1,818.80000000,2.000000,13.200,826.35800,1.970000,0.040000,,,K1 III,4960.00,5.03,1.69,0.080,[Fe/H],74.2309000
611,HD 155358 b,HD 155358,1,2,194.30000000,0.630000,13.800,314.65170,0.658000,0.170000,,,G0,5905.00,1.38,1.15,-0.600,[Fe/H],43.6197000
612,HD 155358 c,HD 155358,1,2,391.90000000,1.020000,13.900,261.00000,0.534000,0.160000,,,G0,5900.00,1.38,0.92,-0.510,[Fe/H],43.6197000
613,HD 156279 b,HD 156279,1,2,131.05000000,0.490000,12.500,3140.16040,8.830000,0.710000,,,G6,5453.00,0.95,0.95,0.140,[Fe/H],36.1945000
614,HD 156279 c,HD 156279,1,2,4191.00000000,5.461000,12.600,2733.33800,7.510000,0.231000,,,G6,5458.24,0.97,0.93,0.192,[Fe/H],36.1945000
615,HD 156411 b,HD 156411,1,1,842.20000000,1.880000,14.000,235.18000,0.471000,0.220000,,,F8 IV/V,5900.00,2.16,1.25,-0.120,[Fe/H],56.8655000
616,HD 156668 b,HD 156668,1,2,4.64550000,0.050000,1.870,4.15000,3.490000,0.000000,,,K2,4850.00,0.72,0.77,0.050,[Fe/H],24.3323000
617,HD 156668 c,HD 156668,1,2,811.30000000,1.570000,6.170,31.49680,0.737000,0.089000,,,K2,4903.69,0.77,0.79,0.049,[Fe/H],24.3323000
618,HD 156846 b,HD 156846,2,1,359.51001000,1.120000,12.400,3391.24610,9.770000,0.850000,,,G0 V,6090.00,1.90,1.38,0.150,[Fe/H],47.7332000
619,HD 158038 b,HD 158038,1,1,521.00000000,1.500000,13.500,486.27990,1.090000,0.290000,,,K0,4860.00,4.50,1.30,0.190,[Fe/H],94.8625000
620,HD 158259 b,HD 158259,1,5,2.17800000,,1.214,2.22000,6.120000,,1460.74,1577,G0,5801.89,1.21,1.08,,,27.0498000
621,HD 158259 c,HD 158259,1,5,3.43200000,,2.230,5.60000,2.770000,,,,G0,5801.89,1.21,1.08,,,27.0498000
622,HD 158259 d,HD 158259,1,5,5.19808140,,2.180,5.41000,2.870000,,,,G0,5801.89,1.21,1.08,,,27.0498000
623,HD 158259 e,HD 158259,1,5,7.95100000,,2.340,6.08000,2.610000,,,,G0,5801.89,1.21,1.08,,,27.0498000
624,HD 158259 f,HD 158259,1,5,12.02800000,,2.350,6.14000,2.600000,,,,G0,5801.89,1.21,1.08,,,27.0498000
625,HD 158996 b,HD 158996,1,1,820.20000000,2.100000,12.300,4449.62000,13.100000,0.130000,,,K5 III,4069.00,50.30,1.80,-0.200,[Fe/H],283.6590000
626,HD 159243 b,HD 159243,1,2,12.62000000,0.110000,13.700,359.13000,0.767000,0.020000,,,G0 V,6123.00,1.12,1.12,0.050,[Fe/H],73.3055000
627,HD 159243 c,HD 159243,1,2,248.40000000,0.800000,13.400,603.90000,1.380000,0.075000,,,G0 V,6123.00,1.12,1.12,0.050,[Fe/H],73.3055000
628,HD 159868 b,HD 159868,1,2,1184.10000000,2.320000,13.300,704.94694,1.650000,0.024000,,,G5 V,5534.00,2.13,1.19,-0.080,[Fe/H],55.8503000
629,HD 159868 c,HD 159868,1,2,351.00000000,1.032000,14.000,244.09344,0.489000,0.184000,,,G5 V,5534.00,2.13,1.19,-0.080,[Fe/H],55.8503000
630,HD 1605 b,HD 1605,1,2,577.20000000,1.492000,13.800,296.85322,0.621000,0.095000,,,K1 IV,4915.00,3.49,1.33,0.220,[Fe/H],88.8047000
631,HD 1605 c,HD 1605,1,2,2149.00000000,3.584000,13.000,1150.54460,2.880000,0.099000,,,K1 IV,4915.00,3.49,1.33,0.220,[Fe/H],88.8047000
632,HD 160691 b,HD 160691,1,4,643.25000000,1.497000,13.500,532.68308,1.190000,0.128000,,,G5 V,5807.00,1.38,1.08,0.302,[M/H],15.5981000
633,HD 160691 c,HD 160691,1,4,4205.80000000,5.235000,13.400,576.51900,1.320000,0.098500,,,G3IV/V,5807.00,1.38,1.08,0.302,[M/H],15.5981000
634,HD 160691 d,HD 160691,1,4,9.63860000,0.090940,3.240,10.55470,1.710000,0.172000,,900,G3IV/V,5813.00,1.38,1.08,0.302,[M/H],15.5981000
635,HD 160691 e,HD 160691,1,4,310.55000000,0.921000,14.200,165.86850,0.318000,0.066600,,,G3IV/V,5771.56,1.38,1.08,0.302,[M/H],15.5981000
636,HD 161178 b,HD 161178,1,1,279.30000000,0.850000,14.100,181.16219,0.355000,0.044000,,,G9 III,4786.00,10.95,1.06,-0.210,[Fe/H],107.1880000
637,HD 16141 b,HD 16141,2,1,75.52300000,0.360000,10.900,82.63580,0.351000,0.250000,,,G5 IV,5757.00,1.48,1.11,0.130,[Fe/H],37.7861000
638,HD 16175 b,HD 16175,1,1,990.00000000,2.120000,12.800,1620.93300,4.250000,0.600000,,,G0,5981.00,1.72,1.63,0.300,[Fe/H],59.8590000
639,HD 162020 b,HD 162020,1,1,8.42820000,0.080000,12.500,3127.44720,8.800000,0.280000,,,K3 V,4723.00,0.75,0.42,-0.100,[Fe/H],30.8248000
640,HD 163607 b,HD 163607,1,2,75.22030000,0.362000,13.900,249.05159,0.510000,0.744100,,,G5,5522.00,1.76,1.12,0.210,[Fe/H],67.7855000
641,HD 163607 c,HD 163607,1,2,1272.00000000,2.390000,13.300,699.54383,1.630000,0.080000,,,G5,5522.00,1.76,1.12,0.210,[Fe/H],67.7855000
642,HD 16417 b,HD 16417,2,1,17.24000000,0.140000,5.000,22.10000,0.972000,0.200000,,,G1 V,5841.00,1.64,1.20,0.060,[Fe/H],25.3936000
643,HD 164509 b,HD 164509,2,1,280.17000000,0.870000,14.300,140.79869,0.265000,0.238000,,,G5,5859.00,1.11,1.12,0.200,[Fe/H],53.1119000
644,HD 164595 b,HD 164595,2,1,40.00000000,0.230000,4.160,16.14000,1.230000,0.088000,,,G2 V,5790.00,1.02,0.99,-0.040,[Fe/H],28.2540000
645,HD 164604 b,HD 164604,1,1,641.47200000,1.331000,13.400,635.00000,1.450000,0.350000,,,K3.5 V,4684.00,0.77,0.77,-0.180,[Fe/H],39.3633000
646,HD 164922 b,HD 164922,1,4,1207.00000000,2.160000,13.300,116.00000,0.271000,0.080000,0.16,159,G9 V,5390.00,0.95,0.93,0.180,[Fe/H],22.0016000
647,HD 164922 c,HD 164922,1,4,75.74000000,0.341000,3.660,13.00000,1.460000,0.120000,6.29,400,G9 V,5390.00,0.95,0.93,0.180,[Fe/H],22.0016000
648,HD 164922 d,HD 164922,1,4,12.45800000,0.103000,1.830,4.00000,3.590000,0.120000,,,G9 V,5390.00,0.95,0.93,0.180,[Fe/H],22.0016000
649,HD 164922 e,HD 164922,1,4,41.76300000,0.229200,3.230,10.52012,1.720000,0.086000,,,G9 V,5393.43,1.00,0.92,0.197,[Fe/H],22.0016000
650,HD 165155 b,HD 165155,1,1,434.50000000,1.130000,13.200,918.52870,2.190000,0.200000,,,G8 V,5426.00,0.95,1.02,0.090,[Fe/H],63.3574000
651,HD 1666 b,HD 1666,1,1,270.00000000,0.940000,12.700,2040.00000,5.470000,0.630000,,,F7 V,6317.00,1.93,1.50,0.370,[Fe/H],117.9080000
652,HD 166724 b,HD 166724,1,1,5144.00000000,5.420000,13.100,1121.89000,2.740000,0.734000,,,K0 IV-V,5127.00,0.80,0.81,-0.090,[Fe/H],45.1342000
653,HD 167042 b,HD 167042,1,1,420.77000000,1.320000,13.500,540.29000,1.210000,0.089000,,,K1 IV,5010.00,4.30,1.72,0.050,[Fe/H],49.6633000
654,HD 168009 b,HD 168009,1,1,15.14790000,0.119200,3.050,9.53485,1.850000,0.120000,,,G2V,5778.33,1.21,0.99,0.018,[Fe/H],23.3032000
655,HD 168443 b,HD 168443,1,2,58.11247000,0.293100,12.600,2434.15700,6.690000,0.528830,,,G5,5491.00,1.51,0.99,0.040,[Fe/H],39.6245000
656,HD 168443 c,HD 168443,1,2,1749.83000000,2.837300,12.200,5464.22100,16.500000,0.211300,,,G5,5491.00,1.51,0.99,0.040,[Fe/H],39.6245000
657,HD 168746 b,HD 168746,1,1,6.40400000,0.070000,11.100,85.81410,0.345000,0.110000,,900,G5,5570.00,1.09,1.07,-0.080,[Fe/H],41.5681000
658,HD 1690 b,HD 1690,1,1,533.00000000,1.360000,12.500,2793.72570,7.860000,0.640000,,,K1 III,4374.00,21.66,1.86,-0.270,[Fe/H],752.6150000
659,HD 169830 b,HD 169830,1,2,225.62000000,0.810000,13.200,915.31000,2.190000,0.310000,,345,F8 V,6299.00,1.94,1.40,0.210,[Fe/H],37.6048000
660,HD 169830 c,HD 169830,1,2,2102.00000000,3.600000,13.000,1283.98000,3.210000,0.330000,,,F8 V,6299.00,1.94,1.40,0.210,[Fe/H],37.6048000
661,HD 170469 b,HD 170469,2,1,1145.00000000,2.240000,14.100,209.76780,0.411000,0.110000,,,G5 IV,5842.00,1.24,1.10,0.290,[Fe/H],60.1780000
662,HD 17092 b,HD 17092,1,1,359.89999000,1.310000,12.500,3219.61790,9.060000,0.170000,,,K0 III,4326.00,13.58,6.73,0.180,[Fe/H],228.4220000
663,HD 171028 b,HD 171028,1,1,550.00000000,1.320000,13.200,832.71460,1.990000,0.590000,,,G0,5671.00,2.47,1.53,-0.480,[Fe/H],111.6590000
664,HD 171238 b,HD 171238,1,1,1532.00000000,2.570000,13.200,864.49760,2.070000,0.234000,,,G8 V,5440.00,1.01,0.96,0.200,[Fe/H],44.8113000
665,HD 17156 b,HD 17156,1,1,21.21663000,0.162780,12.330,1115.58330,3.780000,0.680000,,883,G5,6040.00,1.55,1.41,0.190,[Fe/H],78.0863000
666,HD 173416 b,HD 173416,1,1,323.60000000,1.160000,13.200,858.10000,2.050000,0.210000,,,G8,4683.00,13.50,2.00,-0.220,[Fe/H],132.1840000
667,HD 175167 b,HD 175167,1,1,1290.00000000,2.400000,12.500,2850.93510,8.020000,0.540000,,,G5 IV/V,5635.00,1.75,1.37,0.280,[Fe/H],71.0863000
668,HD 175541 b,HD 175541,1,1,298.43000000,0.975000,14.100,190.06234,0.373000,0.110000,,,G8 IV,5013.00,4.19,1.39,-0.070,[Fe/H],129.6030000
669,HD 175607 b,HD 175607,1,1,29.01000000,,2.940,8.98000,1.940000,0.110000,,,G6 V,5392.00,0.70,0.71,-0.620,[Fe/H],40.3303000
670,HD 17674 b,HD 17674,1,1,623.80000000,1.420000,13.900,276.51210,0.566000,0.130000,,,G0 V,5904.00,1.18,0.98,-0.160,[Fe/H],44.4264000
671,HD 176986 b,HD 176986,1,2,6.48980000,0.062960,2.260,5.74000,2.730000,0.066000,83.50,,K2.5 V,4931.00,0.78,0.79,0.030,[Fe/H],27.7843000
672,HD 176986 c,HD 176986,1,2,16.81910000,0.118780,2.980,9.18000,1.910000,0.111000,23.50,,K2.5 V,4931.00,0.78,0.79,0.030,[Fe/H],27.7843000
673,HD 177565 b,HD 177565,1,1,44.50500000,0.246000,4.000,15.10000,1.300000,0.059300,,,G8V,5627.00,0.97,1.00,0.081,[M/H],16.9179000
674,HD 177830 b,HD 177830,2,2,410.10001000,1.140000,13.500,537.13270,1.200000,0.100000,,,K0,4901.00,3.26,1.70,0.420,[Fe/H],62.7674000
675,HD 177830 c,HD 177830,2,2,110.90000000,0.513700,7.870,47.67250,0.537000,0.300000,,,K0,4949.00,2.62,1.47,0.545,[Fe/H],62.7674000
676,HD 178911 B b,HD 178911 B,3,1,71.48400000,0.340000,12.600,2552.17490,7.010000,0.110000,,,G5,5588.00,1.08,1.24,0.240,[Fe/H],40.9727000
677,HD 179079 b,HD 179079,1,1,14.47900000,0.121400,5.480,25.74423,0.860000,0.049000,,,G5 IV,5646.00,1.63,1.14,0.240,[Fe/H],69.7116000
678,HD 179949 b,HD 179949,1,1,3.09251400,0.044300,13.900,291.12000,0.596000,0.022000,,,F8 V,6168.00,1.27,1.21,0.137,[Fe/H],27.4573000
679,HD 180053 b,HD 180053,1,1,213.72000000,0.843000,13.300,697.31902,1.630000,0.081000,,,K0,5131.00,4.06,1.75,0.250,[M/H],137.0430000
680,HD 18015 b,HD 18015,1,1,2278.00000000,3.870000,13.100,1010.69940,2.470000,0.148000,,,G6 IV,5603.00,3.13,1.49,-0.081,[M/H],123.8010000
681,HD 180314 b,HD 180314,1,1,396.03000000,1.460000,12.100,6397.91790,19.800000,0.260000,,,K0,4924.00,8.13,2.20,0.140,[Fe/H],122.3620000
682,HD 180617 b,HD 180617,2,1,105.91100000,0.343000,3.530,12.21400,1.530000,0.101000,,,M2.5 V,3534.00,0.48,0.48,-0.040,[Fe/H],5.9105900
683,HD 180902 b,HD 180902,2,1,510.90000000,1.400000,13.500,535.54355,1.200000,0.107000,,,K0 III/IV,4961.00,4.16,1.41,0.040,[Fe/H],104.5770000
684,HD 181234 b,HD 181234,1,1,7462.05750000,7.520000,12.600,2660.23710,7.310000,0.730000,,,G5,5386.00,1.05,1.01,0.320,[Fe/H],47.7458000
685,HD 181342 b,HD 181342,1,1,564.10000000,1.592000,13.200,807.28820,1.930000,0.022000,,,K0 III,4945.00,4.71,1.69,0.260,[Fe/H],120.3910000
686,HD 181433 b,HD 181433,1,3,9.37430000,0.080000,2.400,6.35660,2.530000,0.400000,,,K3 IV,4918.00,0.79,0.63,0.380,[Fe/H],26.8762000
687,HD 181433 c,HD 181433,1,3,962.00000000,1.760000,14.100,203.00000,0.398000,0.280000,,,K3 IV,4962.00,0.81,0.78,0.330,[Fe/H],26.8762000
688,HD 181433 d,HD 181433,1,3,2172.00000000,3.000000,14.200,171.00000,0.328000,0.480000,,,K3 IV,4962.00,0.81,0.78,0.330,[Fe/H],26.8762000
