pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,st_teff,st_mass,st_met,sy_dist
KMT-2017-BLG-2509L b,KMT-2017-BLG-2509L,1,1,,2.140000,13.400,664.26137,1.520000,,,0.46,,7040.0000000
KMT-2018-BLG-0029L b,KMT-2018-BLG-0029L,1,1,,4.270000,2.670,7.59000,2.190000,,,1.14,,3380.0000000
KMT-2018-BLG-0748L b,KMT-2018-BLG-0748L,1,1,,0.620000,9.010,60.00000,0.451000,,,0.09,,7300.0000000
KMT-2018-BLG-1025L b,KMT-2018-BLG-1025L,1,1,,1.305000,2.340,6.05900,2.600000,,,0.22,,6705.0000000
KMT-2018-BLG-1292L b,KMT-2018-BLG-1292L,1,1,,6.030000,12.900,1400.00000,3.580000,,,1.09,,3460.0000000
KMT-2018-BLG-1743L b,KMT-2018-BLG-1743L,1,1,,1.449000,10.500,77.86796,0.370000,,,0.19,,6483.0000000
KMT-2018-BLG-1976L b,KMT-2018-BLG-1976L,1,1,,3.540000,13.300,705.57906,1.650000,,,0.65,,5840.0000000
KMT-2018-BLG-1988L b,KMT-2018-BLG-1988L,1,1,,3.090000,2.220,5.56000,2.790000,,,0.47,,4150.0000000
KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,1,1,,0.763000,12.900,111.00000,0.284000,,,0.09,,967.0000000
KMT-2018-BLG-1996L b,KMT-2018-BLG-1996L,1,1,,4.270000,13.700,346.43296,0.740000,,,0.69,,5910.0000000
KMT-2019-BLG-0371L b,KMT-2019-BLG-0371L,1,1,,0.790000,12.600,2447.27873,6.720000,,,0.09,,7010.0000000
KMT-2019-BLG-0842L b,KMT-2019-BLG-0842L,1,1,,3.310000,3.190,10.28000,1.740000,,,0.76,,3320.0000000
KMT-2019-BLG-1339L b,KMT-2019-BLG-1339L,1,1,,2.150000,13.700,397.00000,0.848000,,,0.48,,6120.0000000
KMT-2019-BLG-1715L b,KMT-2019-BLG-1715L,1,1,,3.320000,13.200,813.64072,1.940000,,,0.61,,3860.0000000
KMT-2019-BLG-1953L b,KMT-2019-BLG-1953L,1,1,,,14.100,200.00000,0.392000,,,0.31,,7040.0000000
KMT-2021-BLG-0322L b,KMT-2021-BLG-0322L,2,1,,,12.700,2034.10180,5.460000,,,0.62,,6600.0000000
KMT-2021-BLG-0912L b,KMT-2021-BLG-0912L,1,1,,3.140000,1.490,2.81000,4.670000,,,0.80,,5560.0000000
KOI-12 b,KOI-12,1,2,17.85518200,0.154000,13.787,349.61300,0.733000,0.340000,6635.00,1.50,0.081,399.3980000
KOI-1257 b,KOI-1257,2,1,86.64766100,0.382000,10.540,460.83000,2.100000,0.772000,5520.00,0.99,0.270,656.0000000
KOI-13 b,KOI-13,3,1,1.76358800,0.036410,16.948,2949.46240,3.600000,0.000640,7650.00,1.72,0.200,519.0960000
KOI-142 b,KOI-142,1,3,10.91647000,0.098000,3.438,9.50000,1.290000,0.055610,5466.00,0.99,0.270,376.8630000
KOI-142 c,KOI-142,1,3,22.26492000,0.155250,14.000,214.10000,0.429000,0.057240,5466.00,0.99,0.270,376.8630000
KOI-1599.01,KOI-1599,1,2,20.44150000,0.147280,1.900,4.60000,3.690000,0.014000,5833.00,1.02,0.060,1131.6400000
KOI-1599.02,KOI-1599,1,2,13.60880000,0.112293,1.900,9.00000,7.210000,0.011400,5833.00,1.02,0.060,1131.6400000
KOI-1783.01,KOI-1783,1,2,134.46280000,0.513500,8.860,71.00000,0.560000,0.000000,5922.00,1.08,0.110,865.7300000
KOI-1783.02,KOI-1783,1,2,284.21500000,0.845300,5.440,15.00000,0.510000,0.000000,5922.00,1.08,0.110,865.7300000
KOI-1831 d,Kepler-324,1,4,34.16900000,0.194900,1.130,2.23000,9.950000,0.000000,5233.00,0.90,0.080,501.5740000
KOI-1833 d,Kepler-968,1,3,7.68500000,0.063400,2.580,11.02000,4.500000,0.000000,4413.00,0.68,-0.580,290.3240000
KOI-217 b,KOI-217,1,1,3.90512000,0.047700,12.442,,,0.000000,5545.00,0.95,0.120,914.6990000
KOI-3503 b,KOI-3503,1,2,21.18500000,0.146200,1.190,9.20000,10.000000,0.000000,6001.00,0.86,-0.543,887.0640000
KOI-3503 c,KOI-3503,1,2,31.82800000,0.191100,1.210,10.36000,10.000000,0.000000,6001.00,0.86,-0.543,887.0640000
KOI-351 b,KOI-351,1,8,7.00815100,0.074000,1.310,2.27000,5.550000,0.000000,6080.00,1.20,-0.120,848.2540000
KOI-351 c,KOI-351,1,8,8.71937500,0.089000,1.190,1.81000,5.900000,0.000000,6080.00,1.20,-0.120,848.2540000
KOI-351 d,KOI-351,1,8,59.73667000,0.320000,2.870,8.60000,2.000000,0.000000,6080.00,1.20,-0.120,848.2540000
KOI-351 e,KOI-351,1,8,91.93913000,0.420000,2.660,7.56000,2.210000,0.000000,6080.00,1.20,-0.120,848.2540000
KOI-351 f,KOI-351,1,8,124.91440000,0.480000,2.880,8.65000,1.990000,0.000000,6080.00,1.20,-0.120,848.2540000
KOI-351 g,KOI-351,1,8,210.60697000,0.710000,8.100,254.26400,,0.000000,6080.00,1.20,-0.120,848.2540000
KOI-351 h,KOI-351,1,8,331.60059000,1.010000,11.300,381.39600,,0.000000,6080.00,1.20,-0.120,848.2540000
KOI-3680 b,KOI-3680,1,1,141.24167100,0.534000,11.097,613.41190,2.460000,0.496000,5830.00,1.01,0.160,921.9860000
KOI-4777.01,KOI-4777,1,1,0.41200000,0.008000,0.510,99.20000,,0.000000,3515.00,0.41,0.100,172.2450000
KOI-55 b,KOI-55,1,2,0.24010400,0.006000,0.759,0.44000,5.530000,,27730.00,0.50,-0.106,1231.0200000
KOI-55 c,KOI-55,1,2,0.34288700,0.007600,0.867,0.65500,5.520000,,27730.00,0.50,-0.106,1231.0200000
KOI-94 b,KOI-94,2,4,3.74320800,0.051190,1.710,10.50000,10.100000,0.250000,6182.00,1.28,0.023,477.0520000
KOI-94 c,KOI-94,2,4,10.42364800,0.101300,4.320,15.60000,0.910000,0.430000,6182.00,1.28,0.023,477.0520000
KOI-94 d,KOI-94,2,4,22.34298900,0.168400,11.270,106.00000,0.363000,0.022000,6182.00,1.28,0.023,477.0520000
KOI-94 e,KOI-94,2,4,54.32031000,0.304600,6.560,35.00000,0.600000,0.019000,6182.00,1.28,0.023,477.0520000
KPS-1 b,KPS-1,1,1,1.70629100,0.026900,11.545,346.43470,1.310000,0.000000,5165.00,0.89,0.220,262.7060000
Kapteyn c,Kapteyn,1,1,121.54000000,0.311000,2.540,7.00000,2.350000,0.230000,3550.00,0.28,-0.890,3.9330500
Kepler-10 b,Kepler-10,1,2,0.83749100,0.017200,1.481,4.60853,8.000000,0.060000,5627.00,0.91,-0.150,185.5060000
Kepler-10 c,Kepler-10,1,2,45.29460000,0.241000,2.323,7.37000,3.140000,0.025000,5706.00,1.02,-0.120,185.5060000
Kepler-100 b,Kepler-100,1,3,6.88705000,0.072000,1.320,7.34000,14.250000,0.130000,5825.00,1.08,0.020,304.6450000
Kepler-100 c,Kepler-100,1,3,12.81590000,0.109000,2.200,7.05000,,0.020000,5825.00,1.08,0.020,304.6450000
Kepler-100 d,Kepler-100,1,3,35.33310000,0.214300,1.610,3.00000,,0.380000,5825.00,1.08,0.020,304.6450000
Kepler-1000 b,Kepler-1000,1,1,120.01812720,0.533700,4.760,20.30000,1.030000,0.000000,6453.00,1.40,0.350,1115.6200000
Kepler-1001 b,Kepler-1001,1,2,14.30511983,0.112900,3.150,10.10000,1.780000,0.000000,5491.00,0.90,-0.030,928.9780000
Kepler-1001 c,Kepler-1001,1,2,9.18186000,0.084000,1.578,3.11000,4.350000,0.000000,5376.00,0.93,-0.160,928.9780000
Kepler-1002 b,Kepler-1002,1,1,4.33642933,0.056400,1.710,3.57000,3.920000,0.000000,6144.00,1.22,0.040,408.3030000
Kepler-1003 b,Kepler-1003,1,1,3.55485691,0.044400,1.780,3.82000,3.720000,0.000000,6109.00,1.11,0.010,941.9020000
Kepler-1004 b,Kepler-1004,1,1,5.28789787,0.067100,6.280,32.50000,0.721000,0.000000,4972.00,1.11,-0.040,1152.6800000
Kepler-1005 b,Kepler-1005,1,1,6.49801525,0.066900,1.500,2.86000,4.660000,0.000000,5782.00,1.00,0.020,567.8060000
Kepler-1006 b,Kepler-1006,1,1,19.76172042,0.146400,1.540,2.99000,4.500000,0.000000,5328.00,0.78,-0.400,1081.7380000
Kepler-1007 b,Kepler-1007,1,1,5.18500207,0.048000,1.440,2.67000,4.910000,0.000000,4587.00,0.73,0.030,365.0000000
Kepler-1008 b,Kepler-1008,2,1,12.43931193,0.095100,1.280,2.18000,5.710000,0.000000,5066.00,0.81,-0.010,282.5650000
Kepler-1009 b,Kepler-1009,1,1,11.35011917,0.079600,2.170,5.35000,2.880000,0.000000,4027.00,0.59,-0.120,355.0190000
Kepler-101 b,Kepler-101,1,2,3.48768120,0.047400,5.770,51.10000,1.450000,0.086000,5667.00,1.17,0.330,927.9810000
Kepler-101 c,Kepler-101,1,2,6.02976000,0.068400,1.250,3.78000,10.500000,0.000000,5667.00,1.17,0.330,927.9810000
Kepler-1010 b,Kepler-1010,1,1,34.26857050,0.193000,2.320,5.99000,2.640000,0.000000,5253.00,0.86,-0.010,579.2730000
Kepler-1011 b,Kepler-1011,1,1,5.75322197,0.063300,2.870,8.60000,2.000000,0.000000,5416.00,0.91,0.080,736.7790000
Kepler-1012 b,Kepler-1012,1,1,5.50860439,0.058500,1.290,2.21000,5.660000,0.000000,5556.00,0.95,0.050,411.0770000
Kepler-1013 b,Kepler-1013,1,1,18.93054959,0.137000,2.150,5.27000,2.910000,0.000000,4954.00,0.81,0.040,422.2460000
Kepler-1014 b,Kepler-1014,1,1,16.57110363,0.121000,2.390,6.30000,2.540000,0.000000,5388.00,0.88,-0.060,624.8000000
Kepler-1015 b,Kepler-1015,1,1,16.00494214,0.139600,3.550,12.30000,1.510000,0.000000,6769.00,1.49,0.060,739.3570000
Kepler-1016 b,Kepler-1016,1,2,1.95452434,0.030700,2.180,5.39000,2.860000,0.000000,5821.00,0.99,-0.030,1402.8200000
Kepler-1016 c,Kepler-1016,1,2,105.65513690,0.438900,3.680,13.10000,1.440000,0.000000,5821.00,0.99,-0.030,1402.8200000
Kepler-1017 b,Kepler-1017,1,1,7.23400469,0.070200,1.990,4.62000,3.220000,0.000000,5473.00,0.93,0.040,552.0580000
Kepler-1018 b,Kepler-1018,1,1,49.10135140,0.253000,2.580,7.18000,2.300000,0.000000,5518.00,0.91,-0.050,1010.0100000
Kepler-1019 b,Kepler-1019,1,1,1.41122985,0.022100,1.460,2.73000,4.820000,0.000000,4433.00,0.70,0.010,194.1820000
Kepler-102 b,Kepler-102,1,5,5.28696000,0.055200,0.470,4.30000,,0.000000,4903.00,0.80,0.080,107.7960000
Kepler-102 c,Kepler-102,1,5,7.07142000,0.067000,0.580,3.00000,,0.000000,4903.00,0.80,0.080,107.7960000
Kepler-102 d,Kepler-102,1,5,10.31170000,0.086200,1.180,3.80000,13.270000,0.000000,4903.00,0.80,0.080,107.7960000
Kepler-102 e,Kepler-102,1,5,16.14570000,0.116200,2.220,8.93000,4.680000,0.000000,4903.00,0.80,0.080,107.7960000
Kepler-102 f,Kepler-102,1,5,27.45360000,0.165500,0.880,5.20000,,0.000000,4903.00,0.80,0.080,107.7960000
Kepler-1020 b,Kepler-1020,1,1,96.91514960,0.387800,2.280,5.82000,2.700000,0.000000,5227.00,0.87,0.000,415.3580000
Kepler-1021 b,Kepler-1021,1,1,13.47469571,0.103400,2.330,6.04000,2.620000,0.000000,5431.00,0.89,-0.050,810.0820000
Kepler-1022 b,Kepler-1022,1,1,10.99469878,0.080500,2.360,6.17000,2.580000,0.000000,4445.00,0.71,0.060,420.0420000
Kepler-1023 b,Kepler-1023,1,1,62.13877140,0.301000,2.630,7.41000,2.240000,0.000000,5494.00,0.93,0.050,694.1750000
Kepler-1024 b,Kepler-1024,1,1,66.41621330,0.303300,3.910,14.50000,1.330000,0.000000,5143.00,0.81,-0.100,1087.4000000
Kepler-1025 b,Kepler-1025,1,1,37.32294930,0.334400,1.980,4.58000,3.240000,0.000000,6089.00,1.09,-0.030,803.7760000
Kepler-1026 b,Kepler-1026,1,1,36.51560530,0.197700,2.210,5.52000,2.810000,0.000000,4948.00,0.79,-0.020,351.2390000
Kepler-1027 b,Kepler-1027,2,1,1.90780520,0.029500,0.890,0.64000,4.990000,0.000000,5436.00,0.91,-0.060,405.1040000
Kepler-1028 b,Kepler-1028,1,1,2.51462432,0.035400,1.330,2.33000,5.440000,0.000000,5522.00,0.90,-0.090,607.9160000
Kepler-1029 b,Kepler-1029,1,1,4.41769648,0.047000,1.260,2.13000,5.850000,0.000000,5030.00,0.82,0.010,366.6560000
Kepler-103 b,Kepler-103,1,2,15.96540000,0.126900,3.370,9.70000,1.380000,0.030000,5845.00,1.09,0.070,494.8320000
Kepler-103 c,Kepler-103,1,2,179.61200000,0.637200,5.140,36.10000,1.470000,0.020000,5845.00,1.09,0.070,494.8320000
Kepler-1030 b,Kepler-1030,1,1,19.32952416,0.133800,2.480,6.71000,2.420000,0.000000,4983.00,0.80,-0.010,758.7020000
Kepler-1031 b,Kepler-1031,1,1,1.22621732,0.021800,0.870,0.59000,4.920000,0.000000,6011.00,1.09,0.030,682.8820000
Kepler-1032 b,Kepler-1032,1,1,3.29011795,0.036100,1.870,4.16000,3.500000,0.000000,4647.00,0.77,0.160,673.0100000
Kepler-1033 b,Kepler-1033,1,1,7.56052806,0.076100,2.510,6.85000,2.380000,0.000000,5547.00,0.94,0.060,1455.5000000
Kepler-1034 b,Kepler-1034,1,1,12.12400943,0.096500,2.260,5.73000,2.730000,0.000000,5198.00,0.83,-0.060,654.5490000
Kepler-1035 b,Kepler-1035,1,1,2.71407755,0.038600,1.170,1.71000,5.870000,0.000000,5763.00,0.98,-0.030,562.1160000
Kepler-1036 b,Kepler-1036,1,1,122.88080580,0.462900,3.010,9.32000,1.880000,0.000000,5533.00,0.95,0.040,489.4350000
Kepler-1037 b,Kepler-1037,1,1,1.06378867,0.019800,1.280,2.18000,5.710000,0.000000,5105.00,0.82,-0.030,446.9140000
Kepler-1038 b,Kepler-1038,1,2,148.46033820,0.523800,3.530,12.20000,1.520000,0.000000,5335.00,0.87,-0.040,584.1360000
Kepler-1038 c,Kepler-1038,1,2,7.12765980,0.069200,1.416,2.59000,5.010000,0.000000,5159.00,0.87,0.160,584.1360000
Kepler-1039 b,Kepler-1039,1,1,0.93488424,0.018400,1.460,2.73000,4.820000,0.000000,4870.00,0.79,0.010,306.9100000
Kepler-104 b,Kepler-104,2,3,11.42754800,0.094000,3.100,19.60000,3.620000,0.000000,5711.00,0.81,-0.380,400.7850000
Kepler-104 c,Kepler-104,2,3,23.66820500,0.153000,3.130,9.96000,1.780000,0.000000,5711.00,0.81,-0.380,400.7850000
Kepler-104 d,Kepler-104,2,3,51.75539400,0.257000,3.580,12.50000,1.500000,0.000000,5711.00,0.81,-0.380,400.7850000
Kepler-1040 b,Kepler-1040,1,1,201.12140000,0.655900,2.080,4.98000,3.040000,0.000000,5694.00,0.98,0.010,482.1190000
Kepler-1041 b,Kepler-1041,1,1,24.75764210,0.168800,2.940,8.96000,1.940000,0.000000,5957.00,1.06,0.010,1485.8200000
Kepler-1042 b,Kepler-1042,1,1,10.13202575,0.075600,2.190,5.43000,2.840000,0.000000,4815.00,0.75,-0.100,659.0000000
Kepler-1043 b,Kepler-1043,1,1,38.50533980,0.215900,2.550,7.04000,2.330000,0.000000,5629.00,0.92,-0.110,903.3320000
Kepler-1044 b,Kepler-1044,1,1,6.77408868,0.074100,2.670,7.61000,2.200000,0.000000,5985.00,1.08,0.040,1278.9600000
Kepler-1045 b,Kepler-1045,1,1,26.41045478,0.161600,2.690,7.70000,2.170000,0.000000,5301.00,0.86,-0.030,942.4850000
Kepler-1046 b,Kepler-1046,1,1,14.37508035,0.116700,1.710,3.57000,3.920000,0.000000,5913.00,1.04,0.000,721.5340000
Kepler-1047 b,Kepler-1047,1,2,56.18868870,0.293900,2.090,5.02000,3.020000,0.000000,5754.00,1.08,0.290,817.6470000
Kepler-1047 c,Kepler-1047,1,2,3.18897601,0.043400,0.990,0.93700,5.310000,0.000000,5754.00,1.08,0.290,817.6470000
Kepler-1048 b,Kepler-1048,1,1,6.92101021,0.059000,1.610,3.22000,4.240000,0.000000,4651.00,0.75,0.010,556.0060000
Kepler-1049 b,Kepler-1049,1,1,3.27346074,0.034900,0.950,0.80900,5.180000,0.000000,3864.00,0.51,-0.330,162.0060000
Kepler-105 b,Kepler-105,1,2,5.41220000,0.066000,4.810,5.10000,0.252000,0.470000,6397.00,1.28,-0.220,459.2230000
Kepler-105 c,Kepler-105,1,2,7.12620000,0.071100,1.310,4.60000,11.200000,0.000000,5827.00,0.96,-0.190,459.2230000
Kepler-1050 b,Kepler-1050,1,2,15.37875460,0.131300,1.600,3.19000,4.280000,0.000000,6010.00,1.09,0.030,490.4880000
Kepler-1050 c,Kepler-1050,1,2,21.12845690,0.162200,1.480,2.79000,4.730000,0.000000,6010.00,1.09,0.030,490.4880000
Kepler-1051 b,Kepler-1051,1,1,25.96200249,0.189100,3.400,11.50000,1.610000,0.000000,6675.00,1.43,0.040,829.3430000
Kepler-1052 b,Kepler-1052,1,1,34.85382760,0.204600,2.930,8.91000,1.950000,0.000000,5888.00,1.03,0.000,943.4440000
Kepler-1053 b,Kepler-1053,1,1,2.41435165,0.031500,0.980,0.90400,5.280000,0.000000,4529.00,0.74,0.100,151.1290000
Kepler-1054 b,Kepler-1054,1,1,4.30655689,0.054000,2.630,7.41000,2.240000,0.000000,6209.00,1.22,0.090,1090.5100000
Kepler-1055 b,Kepler-1055,1,1,2.29503623,0.033100,1.230,2.04000,6.020000,0.000000,5723.00,0.98,-0.020,389.3970000
Kepler-1056 b,Kepler-1056,1,1,27.49560600,0.162900,3.010,9.32000,1.880000,0.000000,6127.00,1.12,0.020,982.5100000
Kepler-1057 b,Kepler-1057,1,1,14.08827448,0.113800,3.360,11.20000,1.620000,0.000000,5987.00,1.07,0.010,1201.8200000
Kepler-1058 b,Kepler-1058,1,1,110.96546000,0.367900,2.720,7.85000,2.140000,0.000000,4644.00,0.73,-0.060,491.9970000
Kepler-1059 b,Kepler-1059,1,1,3.76419105,0.044000,1.730,3.64000,3.860000,0.000000,4906.00,0.75,-0.150,713.1670000
Kepler-106 b,Kepler-106,1,4,6.16486000,0.064800,0.820,5.30000,,0.000000,5858.00,1.00,-0.120,444.3220000
Kepler-106 c,Kepler-106,1,4,13.57080000,0.109600,2.500,10.44000,3.280000,0.000000,5858.00,1.00,-0.120,444.3220000
Kepler-106 d,Kepler-106,1,4,23.98020000,0.160200,0.950,8.10000,,0.000000,5858.00,1.00,-0.120,444.3220000
Kepler-106 e,Kepler-106,1,4,43.84450000,0.239500,2.560,11.17000,3.100000,0.000000,5858.00,1.00,-0.120,444.3220000
Kepler-1060 b,Kepler-1060,1,1,46.87793670,0.249500,2.380,6.26000,2.550000,0.000000,5797.00,0.99,-0.030,946.5650000
Kepler-1061 b,Kepler-1061,1,1,2.75798267,0.038400,1.980,4.58000,3.240000,0.000000,6067.00,1.09,-0.030,543.3750000
Kepler-1062 b,Kepler-1062,1,1,9.30412078,0.074800,1.760,3.75000,3.780000,0.000000,4597.00,0.75,0.110,397.4550000
Kepler-1063 b,Kepler-1063,2,1,14.07971466,0.117600,1.490,2.83000,4.700000,0.000000,5945.00,1.09,0.090,343.2260000
Kepler-1064 b,Kepler-1064,1,1,16.54080322,0.118300,1.550,3.02000,4.460000,0.000000,5153.00,0.85,0.000,374.0000000
Kepler-1065 b,Kepler-1065,1,2,3.60930891,0.045500,3.730,13.40000,1.420000,0.000000,5635.00,0.94,-0.010,1122.4800000
Kepler-1065 c,Kepler-1065,1,2,2.37030743,0.034400,1.600,3.19000,4.280000,0.000000,5635.00,0.94,-0.010,1122.4800000
Kepler-1066 b,Kepler-1066,1,1,1.93155984,0.029900,2.360,6.17000,2.580000,0.000000,5762.00,0.98,-0.030,344.2510000
Kepler-1067 b,Kepler-1067,1,2,0.76212926,0.016200,0.800,0.43700,4.690000,0.000000,5592.00,0.95,0.030,667.6930000
Kepler-1067 c,Kepler-1067,1,2,5.42583990,0.060100,1.747,3.70000,3.810000,0.000000,5594.00,0.98,0.160,667.6930000
Kepler-1068 b,Kepler-1068,1,1,16.92344113,0.130900,3.630,12.80000,1.470000,0.000000,5806.00,1.01,0.030,1473.6100000
Kepler-1069 b,Kepler-1069,1,1,23.89902960,0.168500,1.600,3.19000,4.280000,0.000000,5722.00,0.99,0.040,695.9670000
Kepler-107 b,Kepler-107,1,4,3.18002180,0.045440,1.536,3.51000,5.300000,0.000000,5854.00,1.24,0.321,525.9970000
Kepler-107 c,Kepler-107,1,4,4.90145200,0.060640,1.597,9.39000,12.650000,0.000000,5854.00,1.24,0.321,525.9970000
Kepler-107 d,Kepler-107,1,4,7.95839000,0.083770,0.860,3.80000,33.100000,0.000000,5854.00,1.24,0.321,525.9970000
Kepler-107 e,Kepler-107,1,4,14.74914300,0.126390,2.903,8.60000,2.000000,0.000000,5854.00,1.24,0.321,525.9970000
Kepler-1070 b,Kepler-1070,1,1,6.22161470,0.069300,1.730,3.64000,3.860000,0.000000,6261.00,1.21,0.030,939.0010000
Kepler-1071 b,Kepler-1071,1,1,6.17998440,0.061500,2.380,6.26000,2.550000,0.000000,5215.00,0.86,0.010,1042.2700000
Kepler-1072 b,Kepler-1072,1,1,1.56906650,0.026900,1.580,3.12000,4.350000,0.000000,6199.00,1.20,0.070,982.7160000
Kepler-1073 b,Kepler-1073,1,3,8.67888593,0.080500,2.300,5.90000,2.660000,0.000000,5792.00,1.00,0.000,809.8970000
Kepler-1073 c,Kepler-1073,1,3,4.02582254,0.048300,1.640,3.33000,4.150000,0.000000,5792.00,1.00,0.000,809.8970000
Kepler-1073 d,Kepler-1073,1,3,2.50476003,0.035200,1.488,2.82000,4.710000,0.000000,5509.00,0.92,0.160,809.8970000
Kepler-1074 b,Kepler-1074,1,1,5.94566534,0.053600,1.250,2.10000,5.910000,0.000000,4002.00,0.60,-0.060,250.8170000
Kepler-1075 b,Kepler-1075,1,1,1.52372816,0.020800,1.420,2.60000,4.990000,0.000000,3959.00,0.56,-0.170,291.2750000
Kepler-1076 b,Kepler-1076,1,1,6.14727918,0.061100,0.800,0.43700,4.690000,0.000000,4868.00,0.79,-0.010,199.0000000
Kepler-1077 b,Kepler-1077,1,1,34.35118740,0.210100,2.770,8.10000,2.090000,0.000000,5816.00,1.02,0.030,1101.4200000
Kepler-1078 b,Kepler-1078,1,1,3.00725242,0.038800,1.900,4.27000,3.420000,0.000000,5612.00,0.94,-0.010,2481.7100000
Kepler-1079 b,Kepler-1079,1,1,13.24503188,0.109200,1.630,3.29000,4.170000,0.000000,5758.00,1.08,0.210,591.0980000
Kepler-108 b,Kepler-108,2,2,49.18392100,0.292000,8.650,56.00000,0.475000,0.220000,5854.00,1.25,0.326,338.7320000
Kepler-108 c,Kepler-108,2,2,190.32349400,0.721000,8.180,50.90000,0.511000,0.040000,5854.00,1.25,0.326,338.7320000
Kepler-1080 b,Kepler-1080,1,1,77.25483960,0.378100,3.280,10.80000,1.680000,0.000000,5956.00,1.10,0.090,1382.8200000
Kepler-1081 b,Kepler-1081,1,1,3.85691855,0.046600,1.010,1.01000,5.390000,0.000000,5345.00,0.88,0.010,420.2150000
Kepler-1082 b,Kepler-1082,1,1,1.54320660,0.025700,1.120,1.46000,5.710000,0.000000,5923.00,1.03,-0.060,739.5570000
Kepler-1083 b,Kepler-1083,1,1,33.41779930,0.189900,3.360,11.20000,1.620000,0.000000,5049.00,0.81,-0.020,902.6330000
Kepler-1084 b,Kepler-1084,1,1,2.05333679,0.032400,1.110,1.41000,5.670000,0.000000,6113.00,1.12,-0.020,405.5330000
Kepler-1085 b,Kepler-1085,1,2,219.32175280,0.739100,7.220,41.20000,0.602000,0.000000,6000.00,1.11,0.080,1364.5300000
Kepler-1085 c,Kepler-1085,1,2,56.77710000,0.300200,3.268,10.70000,1.680000,0.000000,5816.00,1.05,0.070,1364.5300000
Kepler-1086 b,Kepler-1086,2,2,18.78425728,0.119800,2.440,6.53000,2.470000,0.000000,4350.00,0.70,0.060,466.0840000
Kepler-1086 c,Kepler-1086,2,2,161.51633450,0.503000,2.940,8.96000,1.940000,0.000000,4350.00,0.70,0.060,466.0840000
Kepler-1087 b,Kepler-1087,1,1,0.69384285,0.014800,0.610,0.16500,3.990000,0.000000,5589.00,0.96,0.010,362.6230000
Kepler-1088 b,Kepler-1088,1,1,23.12748644,0.160200,1.420,2.60000,4.990000,0.000000,5975.00,1.08,0.050,280.6290000
Kepler-1089 b,Kepler-1089,1,1,5.13248562,0.049700,1.830,4.01000,3.600000,0.000000,3753.00,0.52,-0.090,259.3280000
Kepler-109 b,Kepler-109,1,2,6.48163000,0.068300,2.370,7.30000,,0.210000,5952.00,1.04,-0.080,474.8610000
Kepler-109 c,Kepler-109,1,2,21.22270000,0.150600,2.520,21.80000,,0.030000,5952.00,1.04,-0.080,474.8610000
Kepler-1090 b,Kepler-1090,1,2,198.68017900,0.636400,2.250,5.69000,2.740000,0.000000,5321.00,0.86,-0.040,858.7700000
Kepler-1090 c,Kepler-1090,1,2,42.42720032,0.227400,3.293,10.90000,1.680000,0.000000,5330.00,0.87,0.180,858.7700000
Kepler-1091 b,Kepler-1091,1,1,1.43474156,0.025200,1.460,2.73000,4.820000,0.000000,5851.00,1.01,0.000,914.2990000
Kepler-1092 b,Kepler-1092,1,1,58.60179250,0.299600,2.070,4.94000,3.060000,0.000000,5862.00,0.99,-0.090,981.2330000
Kepler-1093 b,Kepler-1093,1,2,25.08246260,0.168500,1.950,4.46000,3.310000,0.000000,6166.00,1.13,-0.010,1072.8800000
Kepler-1093 c,Kepler-1093,1,2,89.72229200,0.394000,1.960,4.50000,3.280000,0.000000,6166.00,1.13,-0.010,1072.8800000
Kepler-1094 b,Kepler-1094,1,1,78.10002310,0.362500,3.180,10.20000,1.740000,0.000000,6112.00,1.14,0.060,1291.0100000
Kepler-1095 b,Kepler-1095,1,1,4.27103091,0.051400,1.210,1.92000,5.960000,0.000000,5658.00,0.94,-0.090,792.5220000
Kepler-1096 b,Kepler-1096,1,1,2.89221751,0.034000,1.240,2.07000,5.970000,0.000000,4306.00,0.66,-0.100,377.9760000
Kepler-1097 b,Kepler-1097,1,1,187.74702900,0.579100,3.260,10.70000,1.700000,0.000000,5211.00,0.82,-0.110,719.8020000
Kepler-1098 b,Kepler-1098,1,1,2.54307286,0.035800,1.300,2.24000,5.600000,0.000000,5794.00,0.99,-0.020,1049.1900000
Kepler-1099 b,Kepler-1099,1,1,2.16845259,0.033700,2.830,8.40000,2.040000,0.000000,5837.00,1.01,-0.020,1022.8000000
Kepler-11 b,Kepler-11,1,6,10.30390000,0.091000,1.800,1.90000,1.720000,0.045000,5663.00,0.96,0.040,646.3460000
Kepler-11 c,Kepler-11,1,6,13.02410000,0.107000,2.870,2.90000,0.660000,0.026000,5663.00,0.96,0.040,646.3460000
Kepler-11 d,Kepler-11,1,6,22.68450000,0.155000,3.120,7.30000,1.280000,0.004000,5663.00,0.96,0.040,646.3460000
Kepler-11 e,Kepler-11,1,6,31.99960000,0.195000,4.190,8.00000,0.580000,0.012000,5663.00,0.96,0.040,646.3460000
Kepler-11 f,Kepler-11,1,6,46.68880000,0.250000,2.490,2.00000,0.690000,0.013000,5663.00,0.96,0.040,646.3460000
Kepler-11 g,Kepler-11,1,6,118.38070000,0.466000,3.330,25.00000,4.000000,0.150000,5663.00,0.96,0.040,646.3460000
