pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,st_teff,st_mass,st_met,sy_dist
K2-272 b,K2-272,1,1,14.45367560,0.100700,3.130,9.96000,1.780000,,5397.00,0.86,-0.090,423.0650000
K2-273 b,K2-273,1,1,11.71956630,0.072900,3.050,9.53000,1.850000,,5161.00,0.89,0.200,308.1050000
K2-274 b,K2-274,1,1,14.13303140,0.096400,2.080,4.98000,3.040000,,5044.00,0.79,-0.160,228.3270000
K2-275 b,K2-275,1,2,3.28096260,0.027700,2.340,6.08000,2.610000,,4841.00,0.77,-0.060,123.4380000
K2-275 c,K2-275,1,2,8.43883850,0.088100,2.210,5.52000,2.810000,,4841.00,0.77,-0.060,123.4380000
K2-276 b,K2-276,1,1,18.71826900,0.129100,3.770,13.70000,1.400000,,5139.00,0.82,0.070,488.1520000
K2-277 b,K2-277,1,1,6.32676300,0.067500,2.070,4.94000,3.060000,,5741.00,1.02,0.110,113.1230000
K2-278 b,K2-278,1,1,3.33496600,0.048800,2.980,9.17000,1.900000,,6747.00,1.40,0.000,786.4390000
K2-279 b,K2-279,1,1,7.12260500,0.067000,1.210,1.92000,5.960000,,5558.00,0.79,-0.370,182.9830000
K2-28 b,K2-28,1,1,2.26045500,0.021400,2.320,5.99000,2.640000,0.000000,3214.00,0.26,0.260,62.9969000
K2-280 b,K2-280,1,1,19.89526000,0.146100,7.500,37.10000,0.480000,0.350000,5500.00,1.03,0.330,391.5370000
K2-281 b,K2-281,1,1,8.68772100,0.077300,8.180,50.90000,0.511000,,4812.00,0.82,0.220,458.1390000
K2-282 b,K2-282,1,2,4.16983600,0.049900,2.820,8.35000,2.050000,,5523.00,0.95,0.150,496.2890000
K2-283 b,K2-283,1,1,1.92103600,0.029100,3.520,12.20000,1.540000,,5060.00,0.89,0.280,402.9150000
K2-284 b,K2-284,1,1,4.79506900,0.047710,2.780,8.15000,2.080000,0.078000,4140.00,0.63,0.000,107.2720000
K2-285 b,K2-285,1,4,3.47174500,0.038170,2.590,9.68000,3.070000,0.000000,4975.00,0.83,0.000,154.9610000
K2-285 c,K2-285,1,4,7.13804800,0.082400,3.530,15.68000,1.950000,0.000000,4975.00,0.83,0.000,154.9610000
K2-285 d,K2-285,1,4,10.45582000,0.117800,2.480,6.50000,,0.000000,4975.00,0.83,0.000,154.9610000
K2-285 e,K2-285,1,4,14.76289000,0.180410,1.950,10.70000,,0.000000,4975.00,0.83,0.000,154.9610000
K2-286 b,K2-286,1,1,27.35900000,0.176800,2.100,5.06000,3.000000,,3926.00,0.64,0.000,76.1486000
K2-287 b,K2-287,1,1,14.89329100,0.120600,9.494,100.11645,0.643000,0.478000,5695.00,1.06,0.200,158.3350000
K2-288 B b,K2-288 B,2,1,31.39346300,0.164000,1.900,4.27000,3.420000,,3341.00,0.33,-0.210,65.6138000
K2-289 b,K2-289,1,1,13.15696900,0.107000,9.100,61.00000,0.445000,,5529.00,0.95,0.162,274.3000000
K2-29 b,K2-29,2,1,3.25883210,0.042170,13.339,232.01590,0.530000,0.066000,5358.00,0.94,0.160,178.4750000
K2-290 b,K2-290,3,2,9.21165000,0.092300,3.060,10.90000,4.100000,0.000000,6302.00,1.19,-0.060,272.9090000
K2-290 c,K2-290,3,2,48.36685000,0.305000,11.276,246.00042,1.010000,0.000000,6302.00,1.19,-0.060,272.9090000
K2-291 b,K2-291,1,1,2.22517700,0.032610,1.589,6.49000,8.840000,0.000000,5520.00,0.93,0.080,90.0562000
K2-292 b,K2-292,1,1,16.98410000,0.130000,2.630,24.50000,7.400000,0.040000,5725.00,1.00,0.070,114.2930000
K2-293 b,K2-293,1,1,13.12250000,,2.450,6.57000,2.450000,,5532.00,0.96,0.218,392.2510000
K2-294 b,K2-294,1,1,2.50387000,,1.660,3.39000,4.070000,,5612.00,0.99,0.194,373.0780000
K2-295 b,K2-295,1,1,4.02486700,0.045100,10.054,106.47305,0.612000,0.000000,4444.00,0.74,0.140,232.8010000
K2-3 b,K2-3,1,3,10.05462600,0.074000,1.980,6.48000,3.700000,0.000000,3896.00,0.60,-0.320,44.0727000
K2-3 c,K2-3,1,3,24.64658200,0.134500,1.560,2.14000,2.980000,0.000000,3896.00,0.60,-0.320,44.0727000
K2-3 d,K2-3,1,3,44.55646000,0.209700,1.530,2.80007,5.620000,0.000000,3896.00,0.60,-0.320,44.0727000
K2-30 b,K2-30,1,1,4.09850300,0.048390,11.646,184.02357,0.640000,0.000000,5425.00,0.90,-0.150,333.0420000
K2-308 b,K2-308,1,1,3.38628000,,9.916,70.60000,0.398000,,6100.00,1.09,-0.100,1314.5300000
K2-31 b,K2-31,2,1,1.25785000,0.022000,11.882,563.83042,1.850000,0.000000,5280.00,0.91,0.080,110.5270000
K2-315 b,K2-315,1,1,3.14431890,,0.950,0.80900,5.180000,,3300.00,0.17,-0.240,56.9686000
K2-316 b,K2-316,1,2,1.13300000,0.014700,1.330,2.33000,5.440000,,3436.00,0.41,,112.4860000
K2-316 c,K2-316,1,2,5.26000000,0.058200,1.830,4.01000,3.600000,,3436.00,0.41,,112.4860000
K2-317 b,K2-317,1,1,6.22000000,0.054200,2.930,8.91000,1.950000,,3387.00,0.40,,176.2910000
K2-318 b,K2-318,1,1,7.01000000,0.091100,1.660,3.39000,4.070000,,3851.00,0.56,,147.8660000
K2-319 b,K2-319,1,1,26.68000000,0.151600,2.790,8.20000,2.070000,,5440.00,0.95,,209.0710000
K2-32 b,K2-32,2,4,8.99200000,0.079500,5.299,15.00000,0.550000,0.030000,5271.00,0.83,-0.060,157.6820000
K2-32 c,K2-32,2,4,20.66093000,0.138430,3.134,8.10000,1.430000,0.049000,5271.00,0.83,-0.060,157.6820000
K2-32 d,K2-32,2,4,31.71701000,0.184220,3.484,6.70000,0.870000,0.050000,5271.00,0.83,-0.060,157.6820000
K2-32 e,K2-32,2,4,4.34934000,0.048990,1.212,2.10000,6.300000,0.043000,5271.00,0.83,-0.060,157.6820000
K2-320 b,K2-320,1,1,1.99500000,0.014200,2.620,7.37000,2.250000,,3157.00,0.12,,108.7400000
K2-321 b,K2-321,1,1,2.29800000,0.041000,1.950,4.46000,3.310000,,3855.00,0.60,,77.6888000
K2-322 b,K2-322,1,1,8.20500000,0.059400,1.920,4.35000,3.380000,,4141.00,0.63,,123.4150000
K2-323 b,K2-323,1,1,24.93000000,0.127500,2.100,5.06000,3.000000,,3710.00,0.48,,118.3180000
K2-324 b,K2-324,1,1,3.26200000,0.033100,2.430,6.48000,2.480000,,3752.00,0.52,,136.6670000
K2-325 b,K2-325,1,1,6.93000000,0.041900,2.200,5.48000,2.830000,,3287.00,0.27,,111.6380000
K2-326 b,K2-326,1,1,1.25600000,0.019800,2.280,5.82000,2.700000,,3924.00,0.51,,282.3080000
K2-329 b,K2-329,1,1,12.45512250,0.101600,8.676,82.63580,0.694000,0.069700,5282.00,0.90,0.098,233.2370000
K2-33 b,K2-33,1,1,5.42486500,0.040900,5.040,1175.97100,,0.000000,3540.00,0.56,,139.2680000
K2-330 b,K2-330,1,1,13.77479800,,2.770,8.10000,2.090000,,6232.00,1.23,-0.030,160.1250000
K2-331 b,K2-331,1,2,9.39897700,,1.790,3.86000,3.700000,,5994.00,1.10,0.080,211.4300000
K2-331 c,K2-331,1,2,22.99659100,,2.720,7.85000,2.140000,,5994.00,1.10,0.080,211.4300000
K2-332 b,K2-332,1,1,17.70632000,,2.200,5.48000,2.830000,,3315.00,0.27,0.090,123.2020000
K2-333 b,K2-333,1,1,14.75928700,,6.180,31.60000,0.736000,,5880.00,1.06,0.070,343.9900000
K2-334 b,K2-334,1,1,5.11398100,,5.650,27.20000,0.829000,,6502.00,1.36,0.170,371.8230000
K2-335 b,K2-335,1,1,12.28321100,,2.210,5.52000,2.810000,,6222.00,1.23,0.100,557.9930000
K2-336 b,K2-336,1,1,21.19473300,,1.220,1.98000,5.990000,,5424.00,0.86,-0.170,239.2890000
K2-337 b,K2-337,1,1,16.27356300,,2.620,7.37000,2.250000,,5869.00,0.94,-0.270,421.6360000
K2-338 b,K2-338,1,1,3.85061400,,1.030,1.08000,5.430000,,4558.00,0.66,-0.230,156.9510000
K2-339 b,K2-339,1,1,19.50742800,,1.920,4.35000,3.380000,,4857.00,0.74,-0.110,360.3600000
K2-34 b,K2-34,1,1,2.99563480,0.044200,13.750,539.67534,0.940000,0.000000,6168.00,1.16,0.010,348.6460000
K2-340 b,K2-340,1,1,29.74045100,,3.360,11.20000,1.620000,,5532.00,0.93,0.080,738.1360000
K2-341 b,K2-341,1,1,36.55255100,,3.210,10.40000,1.730000,,5817.00,0.98,-0.050,421.4080000
K2-342 b,K2-342,1,1,11.56105200,,2.030,4.78000,3.140000,,5920.00,1.01,-0.060,208.3570000
K2-343 b,K2-343,1,2,2.78717400,,1.650,3.36000,4.110000,,3804.00,0.49,-0.100,166.1690000
K2-343 c,K2-343,1,2,7.67697200,,2.020,4.74000,3.160000,,3804.00,0.49,-0.100,166.1690000
K2-344 b,K2-344,1,1,3.35585000,,1.590,3.15000,4.310000,,4374.00,0.51,-0.950,75.1691000
K2-345 b,K2-345,1,1,10.36743700,,2.110,5.10000,2.980000,,3779.00,0.56,0.260,162.4080000
K2-346 b,K2-346,1,1,26.20144600,,2.260,5.73000,2.730000,,4801.00,0.71,-0.180,105.5800000
K2-347 b,K2-347,1,1,7.18725700,,2.410,6.39000,2.510000,,4599.00,0.66,-0.260,320.3360000
K2-348 b,K2-348,1,2,4.68841800,,3.260,10.70000,1.700000,,5077.00,0.83,0.130,201.8560000
K2-348 c,K2-348,1,2,12.55017100,,2.670,7.61000,2.200000,,5077.00,0.83,0.130,201.8560000
K2-349 b,K2-349,1,1,9.03217800,,1.380,2.48000,5.190000,,4385.00,0.54,-0.660,453.5670000
K2-35 b,K2-35,1,2,2.39996400,0.031000,1.320,2.30000,5.500000,0.130000,4402.71,0.70,0.040,252.5960000
K2-35 c,K2-35,1,2,5.60835200,0.055000,1.930,4.38000,3.350000,0.120000,4402.71,0.70,0.040,252.5960000
K2-350 b,K2-350,1,2,4.16387300,,1.540,2.99000,4.500000,,5789.00,0.98,-0.020,489.3680000
K2-350 c,K2-350,1,2,19.99194400,,2.740,7.95000,2.120000,,5789.00,0.98,-0.020,489.3680000
K2-351 b,K2-351,1,1,7.80616400,,2.540,6.99000,2.340000,,5769.00,1.02,0.080,694.7340000
K2-352 b,K2-352,1,3,3.66591200,,1.370,2.45000,5.240000,,5791.00,0.98,-0.050,176.0510000
K2-352 c,K2-352,1,3,8.23488500,,1.920,4.35000,3.380000,,5791.00,0.98,-0.050,176.0510000
K2-352 d,K2-352,1,3,14.87138700,,2.230,5.60000,2.770000,,5791.00,0.98,-0.050,176.0510000
K2-353 b,K2-353,1,1,15.46680500,,5.550,26.30000,0.845000,,5698.00,0.87,-0.210,268.5150000
K2-354 b,K2-354,1,1,3.79330600,,1.560,3.05000,4.410000,,3669.00,0.43,-0.040,91.7220000
K2-355 b,K2-355,1,1,5.73856470,0.063200,2.250,5.69000,2.740000,,5790.00,0.96,-0.120,500.4970000
K2-356 b,K2-356,1,1,21.02673660,0.159900,2.290,5.86000,2.680000,,5568.00,0.90,-0.110,355.5400000
K2-357 b,K2-357,1,1,16.34886370,0.145000,3.720,13.40000,1.430000,,5794.00,0.98,-0.020,517.6870000
K2-358 b,K2-358,1,1,11.25102850,0.086300,2.680,7.65000,2.180000,,5650.00,0.93,-0.070,480.3070000
K2-36 b,K2-36,1,2,1.42261400,0.022300,1.430,3.90000,7.200000,0.000000,4916.00,0.79,-0.090,109.7490000
K2-36 c,K2-36,1,2,5.34088800,0.054000,3.200,7.80000,1.300000,0.000000,4916.00,0.79,-0.090,109.7490000
K2-37 b,K2-37,1,3,4.44117000,0.051100,1.610,3.22000,4.240000,,5413.00,0.90,-0.030,179.9430000
K2-37 c,K2-37,1,3,6.42904000,0.065400,2.750,8.00000,2.110000,,5413.00,0.90,-0.030,179.9430000
K2-37 d,K2-37,1,3,14.09189000,0.110300,2.730,7.90000,2.130000,,5413.00,0.90,-0.030,179.9430000
K2-38 b,K2-38,1,2,4.01593000,0.050730,1.906,19.06980,17.500000,,5757.00,2.24,0.280,192.6900000
K2-38 c,K2-38,1,2,10.56103000,0.096400,2.420,9.90000,3.600000,,5757.00,1.07,0.280,192.6900000
K2-39 b,K2-39,1,1,4.60543000,0.057080,6.277,28.60470,0.500000,0.000000,4881.00,0.66,0.320,307.4700000
K2-4 b,K2-4,1,1,10.00341700,0.078000,2.100,5.06000,3.000000,0.080000,4014.73,0.64,-0.120,231.8280000
K2-42 b,K2-42,1,1,6.68796000,0.061700,2.150,5.27000,2.910000,,4613.00,0.70,,396.9130000
K2-43 b,K2-43,1,2,3.47114900,0.037840,4.510,18.50000,1.110000,0.070000,3840.60,0.57,,182.5360000
K2-43 c,K2-43,1,2,2.19888400,,2.420,6.44000,2.500000,,3840.60,0.57,,182.5360000
K2-44 b,K2-44,1,1,5.65700000,0.060000,2.433,6.50000,2.480000,,5912.00,1.15,0.000,476.7030000
K2-45 b,K2-45,1,1,1.72926840,0.022400,6.710,36.40000,0.662000,0.100000,4103.00,0.50,,495.3170000
K2-46 b,K2-46,1,1,19.15410000,0.138210,2.050,4.86000,3.100000,,6256.00,0.96,-0.320,449.2370000
K2-47 b,K2-47,1,1,31.63720000,0.177900,1.890,4.23000,3.440000,,5054.00,0.75,-0.224,349.8810000
K2-48 b,K2-48,1,1,20.50650000,0.134400,2.240,5.65000,2.760000,,4899.00,0.77,-0.190,313.7640000
K2-49 b,K2-49,1,1,2.77065000,0.030900,1.930,4.38000,3.350000,,4175.00,0.51,,457.1250000
K2-5 b,K2-5,1,2,5.73594000,0.053200,1.910,4.31000,3.400000,,3930.00,0.61,-0.330,202.9430000
K2-5 c,K2-5,1,2,10.93241000,0.081800,2.260,5.73000,2.730000,,3930.00,0.61,-0.330,202.9430000
K2-50 b,K2-50,1,2,8.75290000,0.070500,1.590,3.15000,4.310000,,4326.00,0.61,-0.113,257.4430000
K2-52 b,K2-52,1,1,3.53505500,0.054000,18.000,45700.00000,43.100000,,7147.00,1.69,0.055,1038.4100000
K2-53 b,K2-53,1,1,12.20772000,0.098000,2.600,7.27000,2.270000,,5263.00,0.85,-0.037,138.0180000
K2-54 b,K2-54,1,1,9.78430000,0.067100,1.150,1.60000,5.780000,,3798.00,0.42,,174.9550000
K2-55 b,K2-55,1,1,2.84925800,0.034860,3.820,14.00000,1.380000,0.070000,4456.00,0.70,,159.5220000
K2-57 b,K2-57,1,1,9.00630000,0.074600,2.100,5.06000,3.000000,,4434.00,0.68,,264.2130000
K2-58 b,K2-58,1,3,7.05254000,0.069200,2.680,7.65000,2.180000,,5413.00,0.89,0.110,181.7460000
K2-58 c,K2-58,1,3,2.53726000,0.035000,1.620,3.26000,4.210000,,5413.00,0.89,0.110,181.7460000
K2-58 d,K2-58,1,3,22.88270000,0.151700,1.710,3.57000,3.920000,,5413.00,0.89,0.110,181.7460000
K2-59 b,K2-59,1,2,20.69210000,0.135400,2.410,6.39000,2.510000,,5055.00,0.77,,311.3130000
K2-59 c,K2-59,1,2,11.29540000,0.090500,2.300,5.90000,2.660000,,5055.00,0.77,,311.3130000
K2-6 b,K2-6,1,1,30.94191000,0.189800,2.500,6.80000,2.390000,,5850.00,0.97,-0.140,316.8190000
K2-60 b,K2-60,1,1,3.00265000,0.045000,7.656,135.39558,1.700000,0.000000,5500.00,0.97,0.010,491.8700000
K2-61 b,K2-61,1,1,2.57302000,0.039200,2.480,6.71000,2.420000,,6293.00,1.21,0.170,405.7320000
K2-62 b,K2-62,1,2,6.67202000,0.063600,2.140,5.22000,2.930000,,4880.00,0.77,-0.290,112.4670000
K2-62 c,K2-62,1,2,16.19660000,0.114800,2.140,5.22000,2.930000,,4880.00,0.77,-0.290,112.4670000
K2-63 b,K2-63,1,2,20.25700000,0.162700,3.220,10.50000,1.730000,,6771.00,1.40,,517.5340000
K2-63 c,K2-63,1,2,25.45560000,0.189000,3.900,14.50000,1.340000,,6771.00,1.40,,517.5340000
K2-64 b,K2-64,1,1,6.53044000,0.061900,2.070,4.94000,3.060000,,5312.00,0.74,,499.8910000
K2-65 b,K2-65,1,1,12.64750000,0.101400,1.580,3.12000,4.350000,,5213.00,0.87,-0.340,72.2000000
K2-66 b,K2-66,1,1,5.06963000,0.059830,2.490,21.30000,7.800000,0.000000,5887.00,1.11,-0.047,513.8770000
K2-68 b,K2-68,1,1,8.05428000,0.070800,1.580,3.12000,4.350000,,4746.00,0.73,-0.210,168.6520000
K2-69 b,K2-69,1,1,7.06599000,0.059100,2.320,5.99000,2.640000,,4127.00,0.55,,180.6970000
K2-7 b,K2-7,1,1,28.67992000,0.181400,2.670,7.61000,2.200000,,5772.00,0.97,-0.070,738.5530000
K2-70 b,K2-70,1,1,13.97896000,0.111200,2.890,8.70000,1.980000,,5622.00,0.94,0.060,232.9640000
K2-71 b,K2-71,1,1,6.98541000,0.055900,2.150,5.27000,2.910000,,4006.00,0.48,,153.1920000
K2-72 b,K2-72,1,4,5.57721200,0.040000,1.080,1.28000,5.580000,0.110000,3360.47,0.27,,66.4321000
K2-72 c,K2-72,1,4,15.18903400,0.078000,1.160,1.65000,5.810000,0.110000,3360.47,0.27,,66.4321000
K2-72 d,K2-72,1,4,7.76017800,0.050000,1.010,1.01000,5.390000,0.110000,3360.47,0.27,,66.4321000
K2-72 e,K2-72,1,4,24.15886800,0.106000,1.290,2.21000,5.660000,0.110000,3360.47,0.27,,66.4321000
K2-73 b,K2-73,1,1,7.49543000,0.076190,2.450,6.57000,2.450000,,5922.00,1.05,0.090,269.1830000
K2-74 b,K2-74,1,1,19.56660000,0.140200,2.310,5.95000,2.650000,,6060.00,0.96,-0.210,377.8220000
K2-75 b,K2-75,1,2,7.81420000,0.081000,2.670,7.61000,2.200000,,5995.00,1.16,0.300,561.9300000
K2-75 c,K2-75,1,2,18.31100000,0.142900,2.770,8.10000,2.090000,,5995.00,1.16,0.300,561.9300000
K2-77 b,K2-77,1,1,8.19979600,0.076000,2.300,603.87700,,0.140000,4970.00,0.80,0.290,141.7310000
K2-79 b,K2-79,1,1,10.99573000,0.098700,3.690,13.20000,1.440000,,5926.00,1.06,0.200,256.0110000
K2-8 b,K2-8,1,2,10.35239000,0.085600,3.580,12.50000,1.500000,,4870.00,0.78,-0.020,403.5130000
K2-8 c,K2-8,1,2,5.06416000,0.053200,2.410,6.39000,2.510000,,4870.00,0.78,-0.020,403.5130000
K2-80 b,K2-80,1,3,19.09180000,0.135000,2.010,4.70000,3.180000,,5441.00,0.90,0.070,200.8020000
K2-80 c,K2-80,1,3,5.60500000,0.059600,1.470,2.76000,4.770000,,5441.00,0.90,0.070,200.8020000
K2-80 d,K2-80,1,3,28.86725300,,2.552,7.04000,2.330000,,5377.00,0.91,0.070,200.8020000
K2-81 b,K2-81,1,1,6.10232500,0.059000,1.970,4.54000,3.260000,0.060000,4674.13,0.75,,252.3180000
K2-83 b,K2-83,1,2,2.74697000,0.030140,1.244,2.08000,5.940000,0.070000,3910.00,0.48,,125.5290000
K2-83 c,K2-83,1,2,9.99767000,0.071310,1.483,2.80000,4.720000,0.060000,3910.00,0.48,,125.5290000
K2-84 b,K2-84,1,2,6.42150000,0.066500,2.410,6.39000,2.510000,,5652.00,0.95,0.278,284.8760000
K2-84 c,K2-84,1,2,27.86000000,0.176800,2.030,4.78000,3.140000,,5652.00,0.95,0.278,284.8760000
K2-85 b,K2-85,1,1,0.68453300,0.012630,1.010,1.01000,5.390000,0.240000,4268.00,0.57,-0.140,97.2179000
K2-86 b,K2-86,1,1,8.77683000,0.077000,1.960,4.50000,3.280000,,5482.00,0.79,-0.350,258.6990000
K2-87 b,K2-87,1,1,9.72661800,0.094000,7.600,44.90000,0.562000,,5747.00,1.16,0.328,491.2420000
K2-88 b,K2-88,1,1,4.61220000,0.034500,1.230,2.04000,6.020000,0.260000,3537.00,0.26,,110.5610000
K2-89 b,K2-89,1,1,1.09602600,0.014620,0.615,0.17000,4.020000,0.150000,3691.00,0.35,,86.0386000
K2-9 b,K2-9,1,1,18.44980000,0.091000,2.250,5.69000,2.740000,,3390.00,0.30,-0.250,82.9631000
K2-90 b,K2-90,1,2,13.73331400,0.096000,2.600,7.27000,2.270000,0.070000,4484.00,0.63,-0.225,134.1880000
K2-90 c,K2-90,1,2,2.90070600,0.035000,1.300,2.24000,5.600000,0.190000,4421.98,0.70,-0.225,134.1880000
K2-91 b,K2-91,1,1,1.41954900,0.016400,1.100,1.37000,5.660000,0.090000,3622.00,0.29,,62.5785000
K2-95 b,K2-95,1,1,10.13464540,0.052500,3.310,11.00000,1.670000,0.160000,3566.00,0.41,0.100,179.8540000
K2-97 b,K2-97,1,1,8.40672600,0.086000,10.610,152.55840,0.702000,0.220000,4717.00,1.20,0.330,878.4300000
K2-98 b,K2-98,1,1,10.13644800,0.097400,5.200,32.20000,2.150000,0.000000,6172.00,1.20,-0.060,518.6250000
K2-99 b,K2-99,1,1,18.25198500,0.159700,11.730,308.29510,1.050000,0.190000,6217.00,1.63,0.210,519.2290000
KELT-1 b,KELT-1,1,1,1.21751400,0.024660,12.442,8654.15000,24.700000,0.009900,6518.00,1.32,0.131,268.4300000
KELT-10 b,KELT-10,1,1,4.16627390,0.052500,15.681,215.80657,0.308000,,5948.00,1.11,0.090,188.4040000
KELT-11 b,KELT-11,1,1,4.73610000,0.062290,15.132,54.34893,0.093000,0.000700,5375.00,1.44,0.170,99.1596000
KELT-12 b,KELT-12,1,1,5.03162300,0.067080,19.952,301.93850,0.209000,0.000000,6279.00,1.59,0.190,368.0300000
KELT-14 b,KELT-14,1,1,1.71005660,0.030050,19.537,408.09372,0.322000,0.000000,5720.00,1.24,0.320,250.1210000
KELT-15 b,KELT-15,2,1,3.32944000,0.046130,19.504,416.35730,0.360000,0.000000,6003.00,2.06,0.050,324.6830000
KELT-16 b,KELT-16,2,1,0.96899510,0.020440,15.861,874.03250,1.200000,0.000000,6236.00,1.21,-0.002,444.5860000
KELT-17 b,KELT-17,1,1,3.08017160,0.048810,17.094,416.35730,0.460000,,7454.00,1.64,-0.018,226.5000000
KELT-18 b,KELT-18,2,1,2.87175180,0.045500,17.598,375.03940,0.377000,0.000000,6670.00,1.52,0.090,321.3760000
KELT-19 A b,KELT-19 A,2,1,4.61170930,0.063700,21.409,1293.56810,0.744000,,7500.00,1.62,-0.120,300.2760000
KELT-2 A b,KELT-2 A,2,1,4.11379000,0.054970,15.132,540.31100,0.910000,0.000000,6327.00,1.54,0.000,134.0580000
KELT-20 b,KELT-20,1,1,3.47410850,0.054200,19.515,1074.90106,0.806000,0.000000,8720.00,1.76,-0.290,136.4260000
KELT-21 b,KELT-21,1,1,3.61276470,0.052240,17.777,1242.71530,1.240000,0.000000,7598.00,1.46,-0.405,470.8780000
KELT-23 A b,KELT-23 A,2,1,2.25525100,0.033020,14.830,298.12454,0.503000,0.000000,5899.00,0.94,-0.105,126.2610000
KELT-24 b,KELT-24,1,1,5.55149260,0.069690,14.258,1646.35940,3.130000,0.077000,6509.00,1.46,0.186,96.5173000
KELT-3 b,KELT-3,2,1,2.70339000,0.041230,17.486,616.59020,0.750000,0.000000,6304.00,1.96,0.050,210.2520000
KELT-4 A b,KELT-4 A,3,1,2.98959320,0.043170,19.044,286.68266,0.228000,0.000000,6206.00,1.20,-0.116,218.0500000
KELT-6 b,KELT-6,1,2,7.84570000,0.079390,14.572,165.27160,0.311000,0.220000,6102.00,1.42,-0.280,240.7260000
KELT-6 c,KELT-6,1,2,1276.00000000,2.390000,13.000,1179.14930,2.950000,0.210000,6272.00,1.13,-0.270,240.7260000
KELT-7 b,KELT-7,1,1,2.73477000,0.044150,17.934,441.78370,0.442000,0.000000,6768.00,1.76,0.000,136.6810000
KELT-8 b,KELT-8,1,1,3.24406000,0.045500,18.159,209.76780,0.167000,0.040000,5754.00,0.81,0.270,197.5720000
KELT-9 b,KELT-9,2,1,1.48112350,0.034620,21.196,915.35040,0.530000,0.000000,10170.00,2.52,-0.030,204.4550000
KIC 10001893 b,KIC 10001893,1,3,0.21970000,,,,,,27500.00,0.47,-0.093,1672.9400000
KIC 10001893 c,KIC 10001893,1,3,0.32528000,,,,,,27500.00,0.47,-0.093,1672.9400000
KIC 10001893 d,KIC 10001893,1,3,0.81161000,,,,,,27500.00,0.47,-0.093,1672.9400000
KIC 10068024 b,KIC 10068024,1,1,2.07354900,,13.400,635.65681,1.450000,,6118.40,1.22,0.010,721.1050000
KIC 10525077 b,KIC 10525077,1,1,854.08300000,,5.500,25.90000,0.855000,,6091.00,1.01,-0.040,1461.1500000
KIC 3558849 b,KIC 3558849,1,1,1322.30000000,,6.900,38.10000,0.637000,,6175.00,0.98,-0.420,1215.7000000
KIC 5095269 b,KIC 5095269,2,1,237.68977000,0.800000,12.600,2445.06619,6.720000,0.060300,6305.24,1.21,-0.360,1188.5400000
KIC 5437945 b,KIC 5437945,1,2,440.78130000,1.145500,6.400,33.60000,0.704000,0.000000,6340.00,1.07,-0.380,1274.0100000
KIC 5479689 b,KIC 5479689,1,1,1.70153100,,14.200,158.91420,0.305000,,5459.10,0.97,0.161,454.9500000
KIC 5951458 b,KIC 5951458,2,1,1320.10000000,,6.600,35.40000,0.677000,,6258.00,0.98,-0.500,742.6880000
KIC 7917485 b,KIC 7917485,1,1,840.00000000,,12.400,3750.39400,10.800000,0.150000,7067.00,1.63,-0.020,1382.8900000
KIC 8121913 b,KIC 8121913,1,1,3.29460100,,13.400,667.43965,1.520000,,5975.30,1.46,0.252,707.3030000
KIC 8540376 b,KOI-7892,1,3,31.80990000,,4.100,15.80000,1.260000,,6474.00,1.04,-0.160,1072.3000000
KIC 8540376 c,KOI-7892,1,3,75.20000000,,2.400,6.35000,2.520000,,6474.00,1.04,-0.160,1072.3000000
KIC 9663113 b,KIC 9663113,1,2,572.38470000,1.406200,4.600,19.20000,1.080000,0.000000,6065.00,0.98,-0.280,1594.7400000
KMT-2016-BLG-0212L b,KMT-2016-BLG-0212L,1,1,,2.200000,12.200,5700.00000,17.200000,,,0.48,,6300.0000000
KMT-2016-BLG-1107L b,KMT-2016-BLG-1107L,1,1,,0.342000,13.100,1043.00000,2.550000,,,0.09,,6651.0000000
KMT-2016-BLG-1397L b,KMT-2016-BLG-1397L,1,1,,5.100000,12.700,2200.00000,5.900000,,,0.45,,6600.0000000
KMT-2016-BLG-1820L b,KMT-2016-BLG-1820L,1,1,,1.080000,12.900,1450.00000,3.710000,,,0.04,,6260.0000000
KMT-2016-BLG-1836L b,KMT-2016-BLG-1836L,1,1,,3.500000,13.300,700.00000,1.630000,,,0.49,,7100.0000000
KMT-2016-BLG-2142L b,KMT-2016-BLG-2142L,1,1,,0.830000,12.200,4923.00000,14.900000,,,0.07,,7010.0000000
KMT-2016-BLG-2364L b,KMT-2016-BLG-2364L,1,1,,2.630000,13.000,1250.00000,3.130000,,,0.50,,6440.0000000
KMT-2016-BLG-2397L b,KMT-2016-BLG-2397L,1,1,,3.640000,13.200,836.00000,2.000000,,,0.64,,4880.0000000
KMT-2016-BLG-2605L b,KMT-2016-BLG-2605L,1,1,,0.681000,14.000,245.04570,0.491000,,,0.06,,6421.0000000
KMT-2017-BLG-0165L b,KMT-2017-BLG-0165L,1,1,,3.450000,6.450,34.00000,0.696000,,,0.76,,4530.0000000
KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,1,1,,1.800000,13.400,640.00000,1.460000,,,0.37,,6000.0000000
KMT-2017-BLG-1146L b,KMT-2017-BLG-1146L,1,1,,1.600000,14.000,230.00000,0.461000,,,0.33,,6500.0000000
