pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,st_teff,st_mass,st_met,sy_dist,exo_class,exo_class_ext
Kepler-1674 b,Kepler-1674,1,1,62.5611,0.3017,3.206,10.4,1.73,0.0,5473.91,0.96,0.056,1012.48,Neptune-like,Neptune-like
Kepler-1675 b,Kepler-1675,1,1,63.0382,0.3076,3.125,9.93,1.79,0.0,5853.19,1.06,0.254,651.117,Neptune-like,Neptune-like
Kepler-1676 b,Kepler-1676,1,1,29.9221,0.1954,3.377,11.3,1.61,0.0,5878.3,1.07,0.135,,Neptune-like,Neptune-like
Kepler-1677 b,Kepler-1677,1,1,22.064,0.1624,2.702,7.76,2.16,0.0,6013.72,1.11,0.108,735.369,Neptune-like,Neptune-like
Kepler-1678 b,Kepler-1678,1,1,147.974,0.5302,3.304,10.9,1.66,0.0,5754.0,1.03,0.0,847.339,Neptune-like,Neptune-like
Kepler-1679 b,Kepler-1679,1,1,9.75376,0.0892,2.069,4.93,3.06,0.0,5501.0,0.96,-0.04,909.28,Super-Earth,Super-Earth
Kepler-168 b,Kepler-168,1,2,4.425391,0.056,1.46,2.73,4.82,0.0,6282.0,1.11,0.09,1343.6,Super-Earth,Super-Earth
Kepler-168 c,Kepler-168,1,2,13.193242,0.116,2.69,7.7,2.17,0.0,6282.0,1.11,0.09,1343.6,Neptune-like,Neptune-like
Kepler-1680 b,Kepler-1680,1,1,8.77424,0.0784,1.36,2.42,5.29,0.0,5021.0,0.83,0.2,310.315,Super-Earth,Super-Earth
Kepler-1681 b,Kepler-1681,1,1,69.8956,0.32,2.553,7.05,2.33,0.0,5756.4,0.89,0.106,758.3,Neptune-like,Neptune-like
Kepler-1682 b,Kepler-1682,1,1,14.8334,0.1134,2.889,8.7,1.98,0.0,5619.12,0.99,-0.048,1159.85,Neptune-like,Neptune-like
Kepler-1683 b,Kepler-1683,1,1,15.0337,0.1182,1.875,4.17,3.48,0.0,5429.0,0.95,0.16,733.143,Super-Earth,Super-Earth
Kepler-1684 b,Kepler-1684,1,1,47.7055,0.2253,2.871,8.6,2.0,0.0,4706.54,0.75,0.127,621.996,Neptune-like,Neptune-like
Kepler-1685 b,Kepler-1685,1,1,20.4905,0.1485,2.577,7.16,2.3,0.0,5484.0,0.96,0.21,1141.89,Neptune-like,Neptune-like
Kepler-1686 b,Kepler-1686,1,1,9.30987,0.0866,1.426,2.62,4.97,0.0,5714.96,1.02,0.077,729.823,Super-Earth,Super-Earth
Kepler-1687 b,Kepler-1687,1,1,5.77954,0.0532,1.656,3.38,4.09,0.0,4132.0,0.65,-0.14,417.014,Super-Earth,Super-Earth
Kepler-1688 b,Kepler-1688,1,1,5.62012,0.0577,1.262,2.13,5.83,0.0,4632.11,0.81,-0.046,567.4468709,Super-Earth,Super-Earth
Kepler-1689 b,Kepler-1689,1,1,8.483,0.0798,0.947,0.799,5.17,0.0,5731.43,1.02,-0.146,294.122,Terrestrial,Terrestrial
Kepler-169 b,Kepler-169,1,5,3.250619,0.04,1.13,1.51,5.75,0.0,4997.0,0.84,0.05,406.529,Super-Earth,Super-Earth
Kepler-169 c,Kepler-169,1,5,6.195469,0.062,1.21,1.92,5.96,0.0,4997.0,0.84,0.05,406.529,Super-Earth,Super-Earth
Kepler-169 d,Kepler-169,1,5,8.348125,0.075,1.25,2.1,5.91,0.0,4997.0,0.84,0.05,406.529,Super-Earth,Super-Earth
Kepler-169 e,Kepler-169,1,5,13.767102,0.105,2.2,5.48,2.83,0.0,4997.0,0.84,0.05,406.529,Super-Earth,Super-Earth
Kepler-169 f,Kepler-169,1,5,87.090195,0.359,2.58,7.18,2.3,0.0,4997.0,0.84,0.05,406.529,Neptune-like,Neptune-like
Kepler-1690 b,Kepler-1690,1,1,234.636,0.7097,2.811,8.3,2.05,0.0,5404.0,0.94,0.0,703.789,Neptune-like,Neptune-like
Kepler-1691 b,Kepler-1691,1,1,3.8482,0.0495,1.835,4.02,3.58,0.0,6000.0,1.11,0.16,1267.67,Super-Earth,Super-Earth
Kepler-1692 b,Kepler-1692,1,1,5.95966,0.0646,1.112,1.42,5.68,0.0,5146.0,0.87,0.36,591.019,Super-Earth,Super-Earth
Kepler-1693 b,Kepler-1693,1,2,12.0999,0.1011,1.289,2.21,5.67,0.0,5432.34,0.95,0.026,760.065,Super-Earth,Super-Earth
Kepler-1693 c,Kepler-1693,1,2,5.36370993,0.0588,0.977,0.894,5.27,0.0,5553.0,0.94,0.16,760.065,Terrestrial,Terrestrial
Kepler-1694 b,Kepler-1694,1,1,3.89526,0.0449,1.18,1.76,5.89,0.0,4954.0,0.82,0.14,513.329,Super-Earth,Super-Earth
Kepler-1695 b,Kepler-1695,1,1,4.7329,0.0529,1.119,1.46,5.72,0.0,5473.19,0.96,-0.035,791.175,Super-Earth,Super-Earth
Kepler-1696 b,Kepler-1696,1,1,65.9409,0.3244,2.81,8.29,2.05,0.0,5712.0,1.02,-0.04,1506.36,Neptune-like,Neptune-like
Kepler-1697 b,Kepler-1697,1,1,33.4969,0.2008,1.26,2.12,5.83,0.0,4681.53,0.75,0.034,247.771,Super-Earth,Super-Earth
Kepler-1698 b,Kepler-1698,1,1,1.2107,0.0203,1.073,1.25,5.56,0.0,4975.03,0.82,0.08,222.345,Super-Earth,Super-Earth
Kepler-1699 b,Kepler-1699,1,1,3.49082,0.0418,1.567,3.08,4.4,0.0,5575.53,0.81,0.225,818.759,Super-Earth,Super-Earth
Kepler-17 b,Kepler-17,1,1,1.4857108,0.02591,14.68,778.65,1.35,0.011,5781.0,1.04,0.26,720.753,Gas giant,Hot Jupiter
Kepler-170 b,Kepler-170,1,2,7.930592,0.08,3.2,82.6,13.9,0.0,5679.0,1.09,0.31,738.657,Gas giant,Hot Jupiter
Kepler-170 c,Kepler-170,1,2,16.665863,0.131,2.86,8.55,2.01,0.0,5679.0,1.09,0.31,738.657,Neptune-like,Neptune-like
Kepler-1700 b,Kepler-1700,1,1,234.239,0.7576,2.901,8.76,1.97,0.0,6031.0,1.12,0.16,717.597,Neptune-like,Neptune-like
Kepler-1701 b,Kepler-1701,1,1,169.134,0.5608,2.222,5.57,2.79,0.0,5146.0,0.87,0.03,584.142,Super-Earth,Super-Earth
Kepler-1702 b,Kepler-1702,1,1,18.5012,0.1275,1.602,3.2,4.28,0.0,5093.0,0.85,-0.24,857.14,Super-Earth,Super-Earth
Kepler-1704 b,Kepler-1704,1,1,988.88113,2.026,11.938,1318.98789,4.06,0.921,5745.0,1.13,0.196,835.455,Gas giant,Gas giant
Kepler-1705 b,Kepler-1705,1,2,9.03502,0.08,2.03,4.47,2.977353,0.033,6312.0,1.14,-0.2,1633.49,Super-Earth,Super-Earth
Kepler-1705 c,Kepler-1705,1,2,11.28,,2.05,5.42,3.528714,0.028,6312.0,1.14,-0.2,1633.49,Super-Earth,Super-Earth
Kepler-1708 b,Kepler-1708,1,1,737.1131,1.64,9.96,1462.01067,,0.4,6157.0,1.09,0.0,1666.69,Gas giant,Gas giant
Kepler-1709 b,Kepler-1709,1,1,65.70459747,0.3192,3.124,9.93,1.79,0.0,5918.0,1.0,-0.04,273.946,Neptune-like,Neptune-like
Kepler-171 b,Kepler-171,1,3,4.166972,0.05,2.34,6.08,2.61,0.0,5642.0,0.91,0.11,863.855,Neptune-like,Neptune-like
Kepler-171 c,Kepler-171,1,3,11.463462,0.098,2.56,7.08,2.32,0.0,5642.0,0.91,0.11,863.855,Neptune-like,Neptune-like
Kepler-171 d,Kepler-171,1,3,39.595519,0.223,1.89,4.23,3.44,0.0,5642.0,0.91,0.11,863.855,Super-Earth,Super-Earth
Kepler-1710 b,Kepler-1710,1,1,14.91110039,0.1159,3.197,10.3,1.73,0.0,5650.0,0.93,-0.04,305.193,Neptune-like,Neptune-like
Kepler-1711 b,Kepler-1711,1,1,21.06080055,0.1463,1.923,4.36,3.37,0.0,5706.0,0.94,0.0,590.268,Super-Earth,Super-Earth
Kepler-1712 b,Kepler-1712,1,1,13.81499958,0.0903,2.284,5.83,2.69,0.0,3732.0,0.52,0.02,156.264,Super-Earth,Super-Earth
Kepler-1713 b,Kepler-1713,1,1,18.01160049,0.1469,1.717,3.59,3.9,0.0,6477.0,1.3,0.1,295.293,Super-Earth,Super-Earth
Kepler-1714 b,Kepler-1714,1,1,10.27530003,0.1047,3.264,10.7,1.69,0.0,6150.0,1.45,0.22,409.46,Neptune-like,Neptune-like
Kepler-1715 b,Kepler-1715,1,1,35.59730148,0.2178,4.14,16.0,1.24,0.0,6212.0,1.08,-0.04,522.605,Neptune-like,Neptune-like
Kepler-1716 b,Kepler-1716,1,1,35.58100128,0.1916,2.425,6.46,2.49,0.0,4894.0,0.75,-0.24,195.439,Neptune-like,Neptune-like
Kepler-1717 b,Kepler-1717,1,1,30.65279961,0.2014,2.989,9.21,1.89,0.0,6200.0,1.16,-0.06,1008.79,Neptune-like,Neptune-like
Kepler-1718 b,Kepler-1718,1,1,135.1880035,0.4878,2.569,7.12,2.31,0.0,5731.0,0.85,-0.32,375.522,Neptune-like,Neptune-like
Kepler-1719 b,Kepler-1719,1,1,6.14955997,0.0674,3.95,14.8,1.32,0.0,5687.0,1.08,0.04,905.406,Neptune-like,Neptune-like
Kepler-172 b,Kepler-172,1,4,2.940309,0.04,2.35,6.12,2.59,0.0,5526.0,1.0,0.23,828.592,Neptune-like,Hot Neptune
Kepler-172 c,Kepler-172,1,4,6.388996,0.068,2.86,8.55,2.01,0.0,5526.0,1.0,0.23,828.592,Neptune-like,Neptune-like
Kepler-172 d,Kepler-172,1,4,14.627119,0.118,2.25,5.69,2.74,0.0,5526.0,1.0,0.23,828.592,Super-Earth,Super-Earth
Kepler-172 e,Kepler-172,1,4,35.118736,0.211,2.76,8.05,2.1,0.0,5526.0,1.0,0.23,828.592,Neptune-like,Neptune-like
Kepler-1720 b,Kepler-1720,1,1,12.70639992,0.1043,3.216,10.4,1.72,0.0,5573.0,0.94,-0.04,629.445,Neptune-like,Neptune-like
Kepler-1721 b,Kepler-1721,1,1,4.59238005,0.0519,3.119,9.9,1.79,0.0,5351.0,0.89,-0.04,641.374,Neptune-like,Neptune-like
Kepler-1722 b,Kepler-1722,1,1,9.17856979,0.0819,2.867,8.58,2.0,0.0,5506.0,0.88,-0.2,772.283,Neptune-like,Neptune-like
Kepler-1723 b,Kepler-1723,1,1,39.75289917,0.2249,2.88,8.65,1.99,0.0,6072.0,0.96,-0.3,811.278,Neptune-like,Neptune-like
Kepler-1724 b,Kepler-1724,1,1,6.45442009,0.0683,2.837,8.43,2.03,0.0,6092.0,1.02,-0.22,1060.77,Neptune-like,Neptune-like
Kepler-1725 b,Kepler-1725,1,1,16.71990013,0.1302,2.813,8.31,2.05,0.0,6020.0,1.05,0.0,558.652,Neptune-like,Neptune-like
Kepler-1726 b,Kepler-1726,1,1,18.39629936,0.1306,2.509,6.84,2.38,0.0,5316.0,0.88,0.0,390.552,Neptune-like,Neptune-like
Kepler-1727 b,Kepler-1727,1,1,9.02929974,0.0796,3.173,10.2,1.75,0.0,5349.0,0.82,-0.12,894.187,Neptune-like,Neptune-like
Kepler-1728 b,Kepler-1728,1,1,4.78299999,0.0535,2.955,9.04,1.93,0.0,5170.0,0.89,0.18,651.783,Neptune-like,Neptune-like
Kepler-1729 b,Kepler-1729,1,1,4.22097015,0.0418,3.894,14.4,1.34,0.0,3837.0,0.54,-0.06,576.181,Neptune-like,Neptune-like
Kepler-173 b,Kepler-173,1,2,4.263742,0.048,1.29,2.21,5.66,0.0,6031.0,0.79,0.036,833.165,Super-Earth,Super-Earth
Kepler-173 c,Kepler-173,1,2,8.005777,0.074,2.43,6.48,2.48,0.0,6031.0,0.79,0.036,833.165,Neptune-like,Neptune-like
Kepler-1730 b,Kepler-1730,1,1,13.81019974,0.1131,4.485,18.4,1.12,0.0,5942.0,1.01,-0.04,1427.08,Neptune-like,Neptune-like
Kepler-1731 b,Kepler-1731,1,1,21.76129913,0.1401,2.933,8.92,1.94,0.0,4859.0,0.78,0.0,169.948,Neptune-like,Neptune-like
Kepler-1732 b,Kepler-1732,1,1,32.31240082,0.2015,4.099,15.7,1.25,0.0,5821.0,1.04,0.04,1289.41,Neptune-like,Neptune-like
Kepler-1733 b,Kepler-1733,1,1,9.22957993,0.0933,3.636,12.8,1.46,0.0,6320.0,1.27,0.24,2080.51,Neptune-like,Neptune-like
Kepler-1734 b,Kepler-1734,1,1,6.7968502,0.0714,3.089,9.74,1.82,0.0,6061.0,1.05,-0.1,1482.83,Neptune-like,Neptune-like
Kepler-1735 b,Kepler-1735,1,1,7.71792984,0.0621,1.194,1.84,5.94,0.0,3975.0,0.54,-0.34,245.303,Super-Earth,Super-Earth
Kepler-1736 b,Kepler-1736,1,1,37.81029892,0.2188,3.877,14.3,1.35,0.0,6085.0,0.98,-0.28,1430.0,Neptune-like,Neptune-like
Kepler-1737 b,Kepler-1737,1,1,64.61750031,0.297,5.395,25.1,0.878,0.0,5043.0,0.83,0.3,,Neptune-like,Neptune-like
Kepler-1738 b,Kepler-1738,1,1,7.67463016,0.0781,2.825,8.37,2.04,0.0,6063.0,1.08,-0.02,1302.87,Neptune-like,Neptune-like
Kepler-1739 b,Kepler-1739,1,1,7.34370995,0.0697,2.431,6.48,2.48,0.0,5757.0,0.86,-0.5,783.666,Neptune-like,Neptune-like
Kepler-174 b,Kepler-174,1,3,13.98179,0.1,1.96,4.5,3.28,0.0,4880.0,0.6,-0.44,384.757,Super-Earth,Super-Earth
Kepler-174 c,Kepler-174,1,3,44.000529,0.214,1.49,2.83,4.7,0.0,4880.0,0.6,-0.44,384.757,Super-Earth,Super-Earth
Kepler-174 d,Kepler-174,1,3,247.35373,0.677,2.19,5.43,2.84,0.0,4880.0,0.6,-0.44,384.757,Super-Earth,Super-Earth
Kepler-1740 b,Kepler-1740,1,1,8.17240047,0.0779,3.323,11.0,1.65,0.0,5705.0,0.94,-0.06,1061.77,Neptune-like,Neptune-like
Kepler-1741 b,Kepler-1741,1,1,2.75759006,0.0296,1.273,2.16,5.75,0.0,3683.0,0.45,-0.22,270.739,Super-Earth,Super-Earth
Kepler-1742 b,Kepler-1742,1,1,49.47819901,0.2587,2.178,5.38,2.86,0.0,5776.0,0.94,-0.18,669.573,Super-Earth,Super-Earth
Kepler-1743 b,Kepler-1743,1,1,7.64971018,0.0822,1.599,3.18,4.28,0.0,5855.0,1.27,0.4,538.807,Super-Earth,Super-Earth
Kepler-1744 b,Kepler-1744,1,1,37.10110092,0.2093,3.768,13.6,1.4,0.0,5986.0,0.89,-0.5,1091.63,Neptune-like,Neptune-like
Kepler-1745 b,Kepler-1745,1,1,3.01619005,0.0408,1.929,4.38,3.35,0.0,5611.0,0.99,0.16,996.105,Super-Earth,Super-Earth
Kepler-1746 b,Kepler-1746,1,1,321.2120056,0.9453,8.935,59.1,0.455,0.0,6018.0,1.09,0.06,979.541,Neptune-like,Neptune-like
Kepler-1747 b,Kepler-1747,1,1,6.23031998,0.066,4.265,16.8,1.19,0.0,5477.0,0.98,0.21,1321.38,Neptune-like,Neptune-like
Kepler-1748 b,Kepler-1748,1,1,5.82352018,0.0615,2.713,7.81,2.15,0.0,5774.0,0.92,-0.22,1083.28,Neptune-like,Neptune-like
Kepler-1749 b,Kepler-1749,1,1,14.53409958,0.0956,1.613,3.23,4.23,0.0,3957.0,0.55,-0.16,268.2,Super-Earth,Super-Earth
Kepler-175 b,Kepler-175,1,2,11.903515,0.105,2.56,7.08,2.32,0.0,6064.0,1.12,0.1,1312.34,Neptune-like,Neptune-like
Kepler-175 c,Kepler-175,1,2,34.035257,0.213,3.1,9.8,1.81,0.0,6064.0,1.12,0.1,1312.34,Neptune-like,Neptune-like
Kepler-1750 b,Kepler-1750,1,1,205.9120026,0.6785,6.004,30.1,0.764,0.0,5644.0,0.98,0.14,1497.33,Neptune-like,Neptune-like
Kepler-1751 b,Kepler-1751,1,1,7.01731014,0.0712,1.824,3.98,3.6,0.0,6052.0,0.97,-0.26,1291.47,Super-Earth,Super-Earth
Kepler-1752 b,Kepler-1752,1,1,56.35850143,0.2698,4.541,18.7,1.1,0.0,5446.0,0.82,-0.2,962.888,Neptune-like,Neptune-like
Kepler-1753 b,Kepler-1753,1,1,16.00460052,0.1179,2.227,5.59,2.78,0.0,5180.0,0.86,0.0,707.688,Super-Earth,Super-Earth
Kepler-1754 b,Kepler-1754,1,1,8.19594955,0.0718,2.44,6.53,2.47,0.0,4723.0,0.73,0.08,718.945,Neptune-like,Neptune-like
Kepler-1755 b,Kepler-1755,1,1,24.81209946,0.1668,5.917,29.4,0.78,0.0,6086.0,1.0,-0.26,982.383,Neptune-like,Neptune-like
Kepler-1756 b,Kepler-1756,1,1,2.35575008,0.0319,1.472,2.77,4.77,0.0,4915.0,0.78,0.16,,Super-Earth,Super-Earth
Kepler-1757 b,Kepler-1757,1,1,19.65640068,0.1335,2.947,8.99,1.93,0.0,5288.0,0.83,-0.24,807.308,Neptune-like,Neptune-like
Kepler-1758 b,Kepler-1758,1,1,9.97721004,0.0919,2.571,7.13,2.31,0.0,5557.0,1.03,0.16,1588.41,Neptune-like,Neptune-like
Kepler-1759 b,Kepler-1759,1,1,3.7202301,0.0429,0.904,0.676,5.03,0.0,5017.0,0.76,-0.02,385.348,Terrestrial,Terrestrial
Kepler-176 b,Kepler-176,1,4,5.433074,0.058,1.43,2.63,4.94,0.0,5232.0,0.79,0.16,527.321,Super-Earth,Super-Earth
Kepler-176 c,Kepler-176,1,4,12.759712,0.102,2.6,23.0,7.19,0.0,5232.0,0.79,0.16,527.321,Neptune-like,Neptune-like
Kepler-176 d,Kepler-176,1,4,25.751974,0.163,2.51,15.2,5.28,0.0,5232.0,0.79,0.16,527.321,Neptune-like,Neptune-like
Kepler-176 e,Kepler-176,1,4,51.16579,0.2494,1.45,2.7,4.87,0.0,5295.0,0.87,0.03,527.321,Super-Earth,Super-Earth
Kepler-1760 b,Kepler-1760,1,1,38.3260994,0.2084,2.29,5.86,2.68,0.0,5229.0,0.82,0.08,,Super-Earth,Super-Earth
Kepler-1761 b,Kepler-1761,1,1,4.04354,0.0413,1.391,2.51,5.12,0.0,3871.0,0.57,0.07,221.186,Super-Earth,Super-Earth
Kepler-1762 b,Kepler-1762,1,1,29.53910065,0.204,2.76,8.05,2.1,0.0,6572.0,1.3,0.07,1663.74,Neptune-like,Neptune-like
Kepler-1763 b,Kepler-1763,1,1,1.48028004,0.0257,1.147,1.59,5.8,0.0,5897.0,1.03,0.02,756.486,Super-Earth,Super-Earth
Kepler-1764 b,Kepler-1764,1,1,70.46829987,0.3512,4.555,18.8,1.09,0.0,6461.0,1.16,-0.14,1542.48,Neptune-like,Neptune-like
Kepler-1765 b,Kepler-1765,1,1,10.41889954,0.0917,2.495,6.78,2.4,0.0,5692.0,0.95,0.04,764.456,Neptune-like,Neptune-like
Kepler-1766 b,Kepler-1766,1,1,105.0149994,0.4229,2.279,5.81,2.7,0.0,5868.0,0.92,-0.22,501.229,Super-Earth,Super-Earth
Kepler-1767 b,Kepler-1767,1,1,59.65829849,0.2873,3.013,9.34,1.88,0.0,5243.0,0.89,0.14,820.506,Neptune-like,Neptune-like
Kepler-1768 b,Kepler-1768,1,1,15.13589954,0.1286,2.233,5.62,2.77,0.0,6050.0,1.24,0.14,632.766,Super-Earth,Super-Earth
Kepler-1769 b,Kepler-1769,1,1,89.1934967,0.3987,4.465,18.2,1.12,0.0,6071.0,1.06,-0.06,438.412,Neptune-like,Neptune-like
Kepler-177 b,Kepler-177,1,2,36.8601,0.2184,3.5,5.84,0.75,0.0,5732.0,0.92,-0.11,1435.44,Super-Earth,Super-Earth
Kepler-177 c,Kepler-177,1,2,49.40926,0.2655,8.73,14.7,0.121,0.0,5732.0,0.92,-0.11,1435.44,Neptune-like,Neptune-like
Kepler-1770 b,Kepler-1770,1,1,16.84189987,0.1261,2.841,8.45,2.02,0.0,5602.0,0.94,0.1,582.942,Neptune-like,Neptune-like
Kepler-1771 b,Kepler-1771,1,1,88.64399719,0.3815,4.055,15.5,1.28,0.0,5661.0,0.94,0.0,565.752,Neptune-like,Neptune-like
Kepler-1772 b,Kepler-1772,1,1,3.21509004,0.0418,2.686,7.68,2.18,0.0,5541.0,0.94,0.12,871.564,Neptune-like,Hot Neptune
Kepler-1773 b,Kepler-1773,1,1,40.80970001,0.2489,3.505,12.1,1.54,0.0,6183.0,1.24,0.26,681.255,Neptune-like,Neptune-like
Kepler-1774 b,Kepler-1774,1,1,59.77080154,0.3096,3.182,10.2,1.74,0.0,6214.0,1.1,-0.02,816.592,Neptune-like,Neptune-like
Kepler-1775 b,Kepler-1775,1,1,85.65399933,0.3986,3.648,12.9,1.46,0.0,5818.0,1.15,0.24,657.023,Neptune-like,Neptune-like
Kepler-1776 b,Kepler-1776,1,1,35.01190186,0.2124,2.612,7.33,2.26,0.0,5872.0,1.04,0.1,690.336,Neptune-like,Neptune-like
Kepler-1777 b,Kepler-1777,1,1,12.18420029,0.1031,2.132,5.19,2.94,0.0,5771.0,0.98,0.06,619.146,Super-Earth,Super-Earth
Kepler-1778 b,Kepler-1778,1,1,10.08740044,0.0956,3.017,9.36,1.87,0.0,6310.0,1.14,-0.06,1276.29,Neptune-like,Neptune-like
Kepler-1779 b,Kepler-1779,1,1,16.34359932,0.1264,3.033,9.44,1.86,0.0,5730.0,1.01,0.16,908.501,Neptune-like,Neptune-like
Kepler-178 b,Kepler-178,1,3,9.576694,0.085,2.9,8.75,1.97,0.0,5676.0,0.94,0.18,716.025,Neptune-like,Neptune-like
Kepler-178 c,Kepler-178,1,3,20.552802,0.142,2.88,8.65,1.99,0.0,5676.0,0.94,0.18,716.025,Neptune-like,Neptune-like
Kepler-178 d,Kepler-178,1,3,96.678988,0.397,3.95,14.8,1.32,0.0,5676.0,0.94,0.18,716.025,Neptune-like,Neptune-like
Kepler-1780 b,Kepler-1780,1,1,109.4449997,0.4276,3.606,12.7,1.49,0.0,5403.0,0.87,0.0,790.516,Neptune-like,Neptune-like
Kepler-1781 b,Kepler-1781,1,1,4.88752985,0.0574,2.381,6.26,2.55,0.0,5568.0,1.05,0.44,962.63,Neptune-like,Neptune-like
Kepler-1782 b,Kepler-1782,1,1,5.75622988,0.0582,2.229,5.6,2.78,0.0,4931.0,0.79,0.0,305.792,Super-Earth,Super-Earth
Kepler-1783 b,Kepler-1783,1,1,8.27744007,0.077,1.319,2.3,5.5,0.0,5129.0,0.89,-0.16,264.078,Super-Earth,Super-Earth
Kepler-1784 b,Kepler-1784,1,1,13.59049988,0.1072,2.799,8.24,2.06,0.0,5442.0,0.89,0.1,883.045,Neptune-like,Neptune-like
Kepler-1785 b,Kepler-1785,1,1,19.58550072,0.1379,2.704,7.77,2.16,0.0,5618.0,0.91,0.0,745.74,Neptune-like,Neptune-like
Kepler-1786 b,Kepler-1786,1,1,78.5460968,0.3659,3.163,10.1,1.75,0.0,5808.0,1.06,0.14,863.909,Neptune-like,Neptune-like
Kepler-1787 b,Kepler-1787,1,1,39.31370163,0.227,2.319,5.99,2.64,0.0,6060.0,1.01,-0.22,778.602,Super-Earth,Super-Earth
Kepler-1788 b,Kepler-1788,1,1,2.80012011,0.0343,2.379,6.25,2.55,0.0,4786.0,0.69,-0.2,560.445,Neptune-like,Hot Neptune
Kepler-1789 b,Kepler-1789,1,1,80.23190308,0.3543,2.831,8.4,2.03,0.0,5436.0,0.92,0.12,611.461,Neptune-like,Neptune-like
Kepler-179 b,Kepler-179,1,2,2.735926,0.036,1.64,3.33,4.15,0.0,5302.0,0.84,0.123,605.68,Super-Earth,Super-Earth
Kepler-179 c,Kepler-179,1,2,6.40013,0.064,2.0,4.66,3.2,0.0,5302.0,0.84,0.123,605.68,Super-Earth,Super-Earth
Kepler-1790 b,Kepler-1790,1,1,31.58889961,0.197,3.145,10.0,1.77,0.0,5866.0,1.02,0.0,1070.17,Neptune-like,Neptune-like
Kepler-1791 b,Kepler-1791,1,1,7.72086,0.0761,3.121,9.91,1.79,0.0,5887.0,0.98,-0.06,602.218,Neptune-like,Neptune-like
Kepler-1792 b,Kepler-1792,1,1,4.1957798,0.0488,2.52,6.89,2.37,0.0,5229.0,0.88,0.32,601.029,Neptune-like,Neptune-like
Kepler-1793 b,Kepler-1793,1,1,8.77999973,0.0787,3.79,13.8,1.39,0.0,5191.0,0.85,-0.06,1189.88,Neptune-like,Neptune-like
Kepler-1794 b,Kepler-1794,1,1,9.76298046,0.0821,1.794,3.87,3.68,0.0,5052.0,0.77,0.02,561.229,Super-Earth,Super-Earth
Kepler-1795 b,Kepler-1795,1,1,13.36019993,0.1002,1.663,3.4,4.06,0.0,4500.0,0.77,0.28,,Super-Earth,Super-Earth
Kepler-1796 b,Kepler-1796,1,1,29.4557991,0.1879,2.75,8.0,2.11,0.0,6036.0,1.02,-0.16,825.883,Neptune-like,Neptune-like
Kepler-1797 b,Kepler-1797,1,1,23.3593998,0.1637,3.058,9.58,1.84,0.0,6244.0,1.07,-0.2,1338.49,Neptune-like,Neptune-like
Kepler-1798 b,Kepler-1798,1,1,16.85589981,0.1082,2.309,5.94,2.65,0.0,3967.0,0.59,0.06,395.196,Super-Earth,Super-Earth
Kepler-1799 b,Kepler-1799,1,1,11.9296999,0.1028,4.128,15.9,1.24,0.0,5831.0,1.02,0.0,2254.69,Neptune-like,Neptune-like
Kepler-18 b,Kepler-18,1,3,3.504725,0.0447,2.0,6.9,4.9,0.0,5345.0,0.97,0.19,433.047,Neptune-like,Hot Neptune
Kepler-18 c,Kepler-18,1,3,7.64159,0.0752,5.49,17.3,0.59,0.0,5345.0,0.97,0.19,433.047,Neptune-like,Neptune-like
Kepler-18 d,Kepler-18,1,3,14.85888,0.1172,6.98,16.4,0.27,0.0,5345.0,0.97,0.19,433.047,Neptune-like,Neptune-like
Kepler-180 b,Kepler-180,1,2,13.817124,0.109,1.5,2.86,4.66,0.0,5731.0,0.95,0.03,695.65,Super-Earth,Super-Earth
Kepler-180 c,Kepler-180,1,2,41.885775,0.229,3.01,9.32,1.88,0.0,5731.0,0.95,0.03,695.65,Neptune-like,Neptune-like
Kepler-1800 b,Kepler-1800,1,1,4.56202984,0.0592,0.997,0.961,5.33,0.0,5343.0,1.33,0.08,350.455,Terrestrial,Terrestrial
Kepler-1801 b,Kepler-1801,1,1,10.44089985,0.0915,2.709,7.8,2.16,0.0,5738.0,0.94,-0.06,839.332,Neptune-like,Neptune-like
Kepler-1802 b,Kepler-1802,1,2,15.45020008,0.0662,1.671,3.43,4.04,0.0,4245.0,0.65,0.0,636.694,Super-Earth,Super-Earth
Kepler-1802 c,Kepler-1802,1,2,33.13610077,0.1748,2.322,6.0,2.63,0.0,4245.0,0.65,0.0,636.694,Neptune-like,Neptune-like
Kepler-1804 b,Kepler-1804,1,1,12.28849983,0.1017,1.596,3.18,4.3,0.0,5109.0,0.93,0.1,434.456,Super-Earth,Super-Earth
Kepler-1805 b,Kepler-1805,1,1,8.84794045,0.0699,1.545,3.0,4.47,0.0,3867.0,0.58,0.1,221.639,Super-Earth,Super-Earth
Kepler-1806 b,Kepler-1806,1,1,9.03332043,0.0813,2.356,6.15,2.59,0.0,5311.0,0.88,-0.04,978.066,Neptune-like,Neptune-like
Kepler-1807 b,Kepler-1807,1,1,10.86060047,0.0988,2.704,7.77,2.16,0.0,6455.0,1.09,-0.36,1299.32,Neptune-like,Neptune-like
Kepler-1808 b,Kepler-1808,1,1,23.3404007,0.1467,3.025,9.4,1.87,0.0,5530.0,0.77,-0.34,1022.01,Neptune-like,Neptune-like
Kepler-1809 b,Kepler-1809,1,1,3.7572999,0.0435,1.513,2.9,4.6,0.0,4901.0,0.81,0.04,409.602,Super-Earth,Super-Earth
